score,content,label,content_len,content_clean,content_token,cluster,tsne_x,tsne_y
5,고구마가 아주 맛있어요 ㅎㅎ,1,15,고구마가 아주 맛있어요,고구마 아주 맛있다,1,-2.5153751,0.77066076
2,뚜껑이 100프로 안닫힘,0,13,뚜껑이 100프로 안닫힘,뚜껑 프로 닫히다,3,-0.13426279,-1.7316167
5,재구매 배송도 생각보다 빨리왔고 유통기간도 넉넉하고 박스도 찌그러진곳없이 깨끗히 왔어요,1,48,재구매 배송도 생각보다 빨리왔고 유통기간도 넉넉하고 박스도 찌그러진곳없이 깨끗히 왔어요,재다 배송 생각 오다 유통기간 넉넉하다 박스 찌그러지다 곳 깨끗하다 오다,3,-1.6233302,-1.2493573
1,와 물건 사서 1점 주고 상품평 쓰는건 처음이예요.. 최악이예요ㅜ 이걸 무슨 호텔베개라고 파시는건지... 눌린 상태로 너무너무 딱딱해요!! 자다가 일어나서 어깨랑 목이 너무 아파서 씁니다 ㅜ 4만원 날렸네요...,0,118,와 물건 사서 1점 주고 상품평 쓰는건 처음이예요 최악이예요 이걸 무슨 호텔베개라고 파시는건지 눌린 상태로 너무너무 딱딱해요 자다가 일어나서 어깨랑 목이 너무 아파서 씁니다 4만원 날렸네요,오다 물건 사서 점 주다 상품 평 쓰다 처음 최악 걸 무슨 호텔 베개 파시 건지다 눌린 상태 딱딱하다 자다 일어나서 어깨 목 아프다 쓰다 날리다,3,0.033839405,0.33929658
5,알콜솜 다른분들이 알콤솜 필수라고 해서 추가구매했는데 이가격에 100매 있어서 여유롭게 사용중입니다. 알콤솜은 정말 필수네요,1,69,알콜솜 다른분들이 알콤솜 필수라고 해서 추가구매했는데 이가격에 100매 있어서 여유롭게 사용중입니다 알콤솜은 정말 필수네요,알콜 솜 다른 알콤솜 필수 하다 추가 구매 하다 가격 매 있다 여유롭다 사용 이다 알콤솜 정말 필수,0,-0.36374167,1.2999246
4,초등생 아들 주려고 구매했어요..가벼워서 좋아요..,1,28,초등생 아들 주려고 구매했어요 가벼워서 좋아요,초등생 아들 려고 구매 하다 가볍다 좋다,0,0.69161123,3.2112408
5,배송 빠르고 포장 꼼꼼하고 좋습니다.,1,20,배송 빠르고 포장 꼼꼼하고 좋습니다,배송 빠르다 포장 꼼꼼하다 좋다,2,-0.62121254,2.9310944
5,제품의 내구성이 상당히 좋으며 운동효과 좋아요,1,25,제품의 내구성이 상당히 좋으며 운동효과 좋아요,제품 구성 상당하다 좋다 운동 효과 좋다,3,3.1755772,-0.67856807
5,우드 느낌의 다자인이 너무 고급스럽고 차를 타먹고 행구거나 하기에도 용이합니다,1,43,우드 느낌의 다자인이 너무 고급스럽고 차를 타먹고 행구거나 하기에도 용이합니다,우드 느낌 다자 고급스럽다 차 타 먹다 행 구거 하다 용이하다,1,-1.9659495,-0.21479349
4,최근에 주문한 스티커들 중에 제일 맘에 들어요,1,25,최근에 주문한 스티커들 중에 제일 맘에 들어요,최근 주문 스티커 중 제일 맘 들다,3,2.5817542,1.8689916
2,전체 바디가 끈적끈적해서 옷을 안걸어두면 옷걸이들이 서로 막 달라붙습니다 옷걸이가 너무 뭐랄까 끈적여요ㅎㅎ 예민하신 분들은 참고하세요,0,74,전체 바디가 끈적끈적해서 옷을 안걸어두면 옷걸이들이 서로 막 달라붙습니다 옷걸이가 너무 뭐랄까 끈적여요 예민하신 분들은 참고하세요,전체 바디 끈적끈적하다 옷 걸다 두다 옷 걸이 서로 막 달라붙다 옷 걸이 뭐라다 끈 적다 예민하다 분 참고 하다,3,0.44712174,0.05424452
5,눈에 땀이 안들어가요!,1,12,눈에 땀이 안들어가요,눈 땀 들어가다,3,1.2626004,-2.4565008
1,하다하다 포기 했네요..문제에 대해서 전화 했더니 공유기 문제라고 공유기쪽으로 돌리기만 하네요,0,52,하다하다 포기 했네요 문제에 대해서 전화 했더니 공유기 문제라고 공유기쪽으로 돌리기만 하네요,하다 포기 하다 문제 대해 전화 하다 공유기 문제 공유기 쪽 돌리다 하다,0,0.30095124,0.016788313
1,완전 실망ᆢ 향도 맛도 안나는ㅠㅠ맹물보다 낫겠지 싶어 ᆢ택배비빼면 환불얼마안되고ᆢᆢ,0,46,완전 실망 향도 맛도 안나는 맹물보다 낫겠지 싶어 택배비빼면 환불얼마안되고,완전 실망 향 맛 안나 맹물 낫다 싶다 택배 비 빼다 환불 얼마 안되다,3,-0.4784364,-1.6767275
1,여름 바지 사이즈에 비해 통이 넓어서 진짜 별로임,0,27,여름 바지 사이즈에 비해 통이 넓어서 진짜 별로임,여름 바지 사이즈 비다 통 넓다 진짜 별로 임,3,0.707,-1.6842084
5,배송 빨라서 좋았구요 160에 체구가작고 마른편인데 편하게 잘맞아요,1,37,배송 빨라서 좋았구요 160에 체구가작고 마른편인데 편하게 잘맞아요,배송 빨 좋다 체 구가 작고 마르다 편 편하다 잘맞다,3,1.3360776,1.6419262
4,아기이유식 데우는 용도로 외출할 때 유용해요~~ 곧 출산인 친구 선물하려구 두 개 샀어요^.^,1,52,아기이유식 데우는 용도로 외출할 때 유용해요 곧 출산인 친구 선물하려구 두 개 샀어요,아기 이유식 데우다 용도 외출 하다 때 유용하다 곧 출산 친구 선물 하다 두 개 사다,0,0.061460793,1.1887144
1,"ㅠㅠ포장 하나도 안되있고 걍 신문지에 돌돌 말아서옴...부가티 라고 써있지도 않고 걍 뒷면에 메이드인 이태리, 끝 반품하기 귀찮아서 그냥 씁니다 이정도 상태에서 저 가격은 좀...비추",0,102,포장 하나도 안되있고 걍 신문지에 돌돌 말아서옴 부가티 라고 써있지도 않고 걍 뒷면에 메이드인 이태리 끝 반품하기 귀찮아서 그냥 씁니다 이정도 상태에서 저 가격은 좀 비추,포장 하나 안되다 신문지 말다 옴 부가티 써다 않다 면 메이드 이태리 끝 반품 하다 귀찮다 그냥 쓰다 이정 상태 저 가격 좀 비추다,0,-0.15276442,-0.6001063
4,괜찮은데 또 사고싶은만큼 맛있진 않았어요,1,22,괜찮은데 또 사고싶은만큼 맛있진 않았어요,괜찮다 또 사다 맛있다 않다,1,-1.1941841,-2.593549
5,재구매 언제나 재구매입니다 좋습니다,1,19,재구매 언제나 재구매입니다 좋습니다,재다 재다 이다 좋다,3,-1.5670952,1.2412165
2,홈이 안맞아서 엄청 고생했네요 홈에 맞춰서 겨우겨우 넣느라 몸살 걸릴꺼 같아요 새 상품 주문했는데 스크래치가 왜이렇게 많은지 모르겠어요,0,75,홈이 안맞아서 엄청 고생했네요 홈에 맞춰서 겨우겨우 넣느라 몸살 걸릴꺼 같아요 새 상품 주문했는데 스크래치가 왜이렇게 많은지 모르겠어요,홈 맞다 고생 하다 홈 맞추다 겨우 겨우 넣다 몸살 걸리다 같다 새 상품 주문 하다 스크래치 왜 많다 모르다,0,-0.46886888,-0.030944888
5,신속한 배송 감사합니다. 제품도 마음에 쏙 듭니다.,1,28,신속한 배송 감사합니다 제품도 마음에 쏙 듭니다,신속하다 배송 감사하다 제품 마음 쏙 듭니,3,3.983649,0.9689853
4,사진 그대로입니다. 다만 타원형 테이블이라 그런지 L사이즈도 작은 느낌이 있어요. 높이도 좀 더 높았으면 완전 만족했을거 같아요,1,71,사진 그대로입니다 다만 타원형 테이블이라 그런지 L사이즈도 작은 느낌이 있어요 높이도 좀 더 높았으면 완전 만족했을거 같아요,사진 그대로 이다 다만 타원형 테이블 그렇다 사이즈 작다 느낌 있다 높이 좀 더 높다 완전 만족하다 같다,3,1.5152227,-1.420843
5,금방와서 바로 냉동실로 직행 아이가 넘 조아해요,1,26,금방와서 바로 냉동실로 직행 아이가 넘 조아해요,금방 서다 바로 냉동 실로 직행 아이 넘다 좋아하다,3,-3.0663834,1.3330919
1,안김에 먼지 가슴위 빵구,0,13,안김에 먼지 가슴위 빵구,안기다 먼지 가슴 위 빵구,3,1.0788162,-1.2342118
2,첨엔 괜찮았는데 쓸수록 휘네요ㅠㅠ 아쉬워요ㅜ,0,24,첨엔 괜찮았는데 쓸수록 휘네요 아쉬워요,첨 괜찮다 쓸다 휘 아쉽다,3,1.1942803,-2.3682926
5,빠른배송 상품퀄리티 만족합니다,1,16,빠른배송 상품퀄리티 만족합니다,빠르다 배송 상품 퀄리티 만족하다,2,-0.99379504,2.593059
5,아이가 부비적부비적 거리는데 촉감이 좋은가봐요 ~ 아이 피부에 직접닿아도 걱정 없고 잠도 넘 잘자주네요 ^^,1,60,아이가 부비적부비적 거리는데 촉감이 좋은가봐요 아이 피부에 직접닿아도 걱정 없고 잠도 넘 잘자주네요,아이 거리 데 촉감 좋다 보다 아이 피부 직접 닿다 걱정 없다 잠도 넘다 자다,3,-0.8416607,0.6498916
1,착용하자마자돌돌말려요.말리니까걷지도못하고아프기만합니다.불편해서착용안하고있네요.,0,43,착용하자마자돌돌말려요 말리니까걷지도못하고아프기만합니다 불편해서착용안하고있네요,착용 자마자 말리다 말리 걷다 못 아프다 하다 불편하다 착용 하다,0,1.0436918,-0.03890518
4,의자 끌어도 소리가 안나서 드디어 마음이 놓이네요!!!,1,30,의자 끌어도 소리가 안나서 드디어 마음이 놓이네요,의자 끌다 소리 안나 마음 놓이다,3,3.265332,0.82984924
4,마음데로 다 휘어져서 좋아요.,1,16,마음데로 다 휘어져서 좋아요,마음 데 휘 지다 좋다,3,3.1745656,1.2131295
2,거품이 무스처럼 나와 금방 없어져요. 애는 좋아합니다.,0,30,거품이 무스처럼 나와 금방 없어져요 애는 좋아합니다,거품 무스 나오다 금방 없어지다 애 좋아하다,3,-2.3081267,1.2173634
5,주말에 해먹으려고요 평이 좋아 기대됩니다,1,22,주말에 해먹으려고요 평이 좋아 기대됩니다,주말 해 먹다 평이 좋다 기대 되다,1,1.2310505,2.1761327
5,재구매 가격좋고 제품좋고 굿이에요,1,18,재구매 가격좋고 제품좋고 굿이에요,재다 가격 좋다 제품 좋다 굿,3,1.1873168,2.5994985
2,생각보다 냉감 효과가 떨어지는거 같습니다,0,22,생각보다 냉감 효과가 떨어지는거 같습니다,생각 냉감 효과 떨어지다 같다,3,1.91787,-1.2882923
2,아기 손톱이 약해서 잘 안쓰게 되네요.. 돌 지나야 사용할 수 있을거 같습니다.,0,44,아기 손톱이 약해서 잘 안쓰게 되네요 돌 지나야 사용할 수 있을거 같습니다,아기 손톱 약하다 자다 쓰다 되다 돌 지나다 사용 하다 수 있다 같다,0,0.522733,0.47438973
5,예뻐요 좀얇긴한데 핸드메이드라생각해요 따뜻한지는 아직 입고안나가봐서 모르겠네요ㅜㅜ키가 작은편인데 예쁜롱기장이에요,1,62,예뻐요 좀얇긴한데 핸드메이드라생각해요 따뜻한지는 아직 입고안나가봐서 모르겠네요 키가 작은편인데 예쁜롱기장이에요,예쁘다 좀 얇다 핸드 메이드 생각 해 따뜻하다 입다 가보다 모르다 키 작다 편 예쁘다 롱 기장,3,1.9142183,-0.10335966
5,쫀쫀하니 좋아연~,1,9,쫀쫀하니 좋아연,쫀쫀하 좋다 아연,3,1.6740154,3.13956
5,구매소감을 입력하세요. (한글 기준 최소 5자 이상)예쁘네요!!감사합니다,1,40,구매소감을 입력하세요 한글 기준 최소 5자 이상 예쁘네요 감사합니다,소감 입력 하다 한글 기준 최소 자 이상 예쁘다 감사하다,3,0.28429443,1.2697259
2,포장상태 안좋아요. 뽁뽁이에나 박스포장해야될꺼같습니다.,0,30,포장상태 안좋아요 뽁뽁이에나 박스포장해야될꺼같습니다,포장 상태 안좋다 뽁뽁이 박스 포장 하다 되다 같다,0,-0.10844494,-0.18150593
2,두껍고 가슴이불편하네요,0,12,두껍고 가슴이불편하네요,두껍다 가슴 불편하다,3,1.129574,-0.95384544
5,1개월 사용하고 후기 남길께요~~!,1,19,1개월 사용하고 후기 남길께요,개월 사용 후기 남다,3,2.0815713,0.19200437
4,약간 추천입니다 그냥 저가에 사서 쓸만한 추천상품입니다 목적달성입니다 쓸만해뇨~~ 다시 사써 쓸만한 제품입니더,1,61,약간 추천입니다 그냥 저가에 사서 쓸만한 추천상품입니다 목적달성입니다 쓸만해뇨 다시 사써 쓸만한 제품입니더,약간 추천 이다 그냥 저가 사서 쓸다 추천 상품 이다 목적 달성 이다 쓸만해뇨 다시 사다 쓸다 제품 이다 더,3,0.38225976,0.70591724
2,솔직한 후기입니다. 6세 딸아이 바깥놀이용으로 샀는데 4~7세 되어있긴한데 6세 보통체격 저희딸한테 터무니없이 짧네요.3세 아들한테 딱 맞습니다. 배송빠르고 질이 나쁜건 아닌데 솔직히 아쉽네요.,0,108,솔직한 후기입니다 6세 딸아이 바깥놀이용으로 샀는데 4 7세 되어있긴한데 6세 보통체격 저희딸한테 터무니없이 짧네요 3세 아들한테 딱 맞습니다 배송빠르고 질이 나쁜건 아닌데 솔직히 아쉽네요,솔직하다 후기 이다 세 딸아이 바깥 용 사다 세 되어다 있다 세 보통 체격 딸 터 무니 짧다 세 아들 맞다 배송 빠르다 질 나쁘다 아니다 솔직하다 아쉽다,3,1.2905123,-2.2162874
5,빠르고 친절한배송 사은품 감사해요 꽤비싼사은품^^,1,27,빠르고 친절한배송 사은품 감사해요 꽤비싼사은품,빠르다 친절하다 배송 사은 품 감사하다 꽤 비싸다 사은 품,2,-0.45339197,1.1419114
2,"냄새가 너무 심해요 플랭크할때 숨참고 하란뜻인가,,ㅋㅋ;;;;;;;;",0,38,냄새가 너무 심해요 플랭크할때 숨참고 하란뜻인가,냄새 심해 플랭크 하다 때 숨 참고 하란 뜻,0,3.5355122,0.09775888
5,재구매 자주 주문해서 먹어요.맛있어요,1,20,재구매 자주 주문해서 먹어요 맛있어요,재다 자주 주문 하다 먹다 맛있다,1,-2.5804715,0.75063515
5,항상 쓰고 있는 제품입니다.,1,15,항상 쓰고 있는 제품입니다,항상 쓰다 있다 제품 이다,3,-0.15071282,1.6702319
1,배송이 너무 느려서 아이가 매일 울면서 기다렸습니다.,0,29,배송이 너무 느려서 아이가 매일 울면서 기다렸습니다,배송 느리다 아이 매일 울면 기다리다,3,-1.3655624,-2.1829486
1,재구매 한롤이면 된다는걸 불안해서 2개 구매했는데 부족해서 한개 더 구매해서 겨우 했네요,0,49,재구매 한롤이면 된다는걸 불안해서 2개 구매했는데 부족해서 한개 더 구매해서 겨우 했네요,재다 롤 되다 불안하다 개 구매 하다 부족하다 더 구매 하다 겨우 하다,0,-0.48577696,0.9513121
5,추천받아서 샀어요 ㅋㅋ적은 양으로도 금방 부들부들 해지네요,1,32,추천받아서 샀어요 적은 양으로도 금방 부들부들 해지네요,추천 받다 사다 적다 양으로 금방 부들부들 해지,3,0.29494974,0.80185497
2,유혹하는 먹이가 잘못된건지 파리 하루에 한마리 잡힙니다ㅠㅡ,0,32,유혹하는 먹이가 잘못된건지 파리 하루에 한마리 잡힙니다,유혹 하다 먹이 되다 건지다 파리 하루 마리 잡히다,3,1.0120692,-0.8304704
5,배송기간이 길었지만 신발은 좋아보여여,1,20,배송기간이 길었지만 신발은 좋아보여여,배송 기간 길다 신발 좋다 보이다,3,1.0272003,1.7826544
5,기초마지막단계에서 꼭쓰고있어요 7년째 사용중이예요. 흡수도 잘되고 없어선안되요,1,43,기초마지막단계에서 꼭쓰고있어요 7년째 사용중이예요 흡수도 잘되고 없어선안되요,기초 마지막 단계 꼭 쓰다 사용 중이 흡수 되다 없다 안되다,3,1.2276455,-0.6804493
2,마감도 별로.. 색도 상세페이지와 너무 다름 이 사진보다 회색빛을 강하게 띔 앞코가 떠있음,0,50,마감도 별로 색도 상세페이지와 너무 다름 이 사진보다 회색빛을 강하게 띔 앞코가 떠있음,마감 별로 색도 상세 페이지 다르다 이 사진 회색 빛 강하다 띄다 앞코 뜨다,3,0.46415684,-2.2039073
5,"택배올 때마다 택배상자에도 뿌리고 벨, 손잡이 등등에 잘 사용하고 있어요",1,40,택배올 때마다 택배상자에도 뿌리고 벨 손잡이 등등에 잘 사용하고 있어요,택배 오다 때 택배 상자 뿌리 벨 손잡이 등등 자다 사용 있다,3,-0.7791413,-0.64745533
1,정말 얇아요.포장용으론 사용이 어려울정도네요.,0,25,정말 얇아요 포장용으론 사용이 어려울정도네요,정말 얇다 포장 용 사용 어리다 정도,3,0.7272906,-1.1386446
5,언제 다 먹지 ㅋㅋ,1,10,언제 다 먹지,언제 먹다,1,-2.6258957,-0.45747378
5,너무 예쁘고 신혼부부가 쓰기좋네요,1,18,너무 예쁘고 신혼부부가 쓰기좋네요,예쁘다 신혼부부 쓰기 좋다,3,2.017266,3.1794672
1,퉁냐나쿠튜투우우우투퉃,0,11,퉁냐나쿠튜투우우우투퉃,퉁 나 쿠튜 투우 투퉃,3,0.28014034,0.09099774
5,신발 정리 깔끔하게 잘됐어요. 너무 좋네요.,1,24,신발 정리 깔끔하게 잘됐어요 너무 좋네요,신발 정리 깔끔하다 돼다 좋다,3,1.6846744,0.8593706
1,교환 상품이 숟가락 뒤가 기포가 많아서 그런지 잘 안쓰세 되요,0,34,교환 상품이 숟가락 뒤가 기포가 많아서 그런지 잘 안쓰세 되요,교환 상품 숟가락 뒤 포 많다 그렇다 자다 쓸다 되다,3,0.15305147,-0.11948148
4,잠연관 만들어 주려고 샀는데 ㅋㅋㅋ 저도 같이 자다보니 저도 물소리 들으면 졸려요ㅋㅋㅋ 불빛은 파래서 수면등으로 쓰기는 좀 별루에요,1,73,잠연관 만들어 주려고 샀는데 저도 같이 자다보니 저도 물소리 들으면 졸려요 불빛은 파래서 수면등으로 쓰기는 좀 별루에요,잠 연관 만들다 려고 사다 저 자다 보다 저 물 소리 들다 졸리다 불빛 파래 수면 등 쓰기 좀 별루,3,2.184141,0.89227086
4,재질도 괜찮구 입으니 여성여성 이쁘네요,1,21,재질도 괜찮구 입으니 여성여성 이쁘네요,재질 괜찮다 입다 여성 여성 이쁘다,3,1.2738744,0.086647905
1,사이즈 잘 보고 선택해야해요..정말 압박입니다,0,25,사이즈 잘 보고 선택해야해요 정말 압박입니다,사이즈 자다 보고 선택 하다 해 정말 압박 이다,0,1.8652544,-2.7063534
5,정품같아요 확실하진 않지만 생각보다 음질이 너무 좋아요 깔끔하고 가격착해서 의심했는데 음질 최고! 다른 점을 몰겠어요 전 만족합니다 배송도 너나 빨라요 대만족,1,88,정품같아요 확실하진 않지만 생각보다 음질이 너무 좋아요 깔끔하고 가격착해서 의심했는데 음질 최고 다른 점을 몰겠어요 전 만족합니다 배송도 너나 빨라요 대만족,정품 같다 확실하다 않다 생각 음질 좋다 깔끔하다 가격 착하다 의심 하다 음질 최고 다른 점 몰다 전 만족하다 배송 너 빨르다 만족,3,0.16548058,2.119029
1,재구매 배송기사가 뭐가그리불만인지 한두개씩깨져서오고 불친절하네요 배송회사바꿔주면 별다섯,0,48,재구매 배송기사가 뭐가그리불만인지 한두개씩깨져서오고 불친절하네요 배송회사바꿔주면 별다섯,재다 배송 기사 뭐 그리다 불만 개 깨다 오다 불친절하다 배송 회사 바꾸다 다섯,3,-1.0017225,-1.5698416
1,스티커바로떨어짐 정말별로,0,13,스티커바로떨어짐 정말별로,스티커 바로 떨어지다 정말 별로,3,0.58484876,-2.0015142
2,지속력이 오전을 넘기기 힘든듯 합니다. 너무 짧아요,0,28,지속력이 오전을 넘기기 힘든듯 합니다 너무 짧아요,지속 오전 넘기다 힘드다 하다 짧다,0,0.8654576,-1.0406224
5,정알편안하네요ㅡㅋ진작살껄ㅠ,1,14,정알편안하네요 진작살껄,정알 편안하다 진 작살 껄,3,-0.5083016,-2.7487688
2,"유리 ,대리석 얼룩져 괜히했네요",0,17,유리 대리석 얼룩져 괜히했네요,유리 대리석 얼룩지다 하다,0,-0.4053333,-2.413411
5,재구매 아애다ㅏ다이나너너ㅓ나난,1,16,재구매 아애다 다이나너너 나난,재다 아애 이나 너 나,3,-1.5923216,0.94246984
5,살짝 말려서 길이감딱좋아요,1,14,살짝 말려서 길이감딱좋아요,살짝 말리다 길이 감 딱좋다,3,0.46859694,-0.14822032
5,항상 잘 쓰고 있습니다~ 만족해요~,1,19,항상 잘 쓰고 있습니다 만족해요,항상 자다 쓰다 있다 만족하다,3,-0.43597996,1.7409751
5,펌핑용기가 깔끔하고 이쁘네요 대용량 너무좋아요,1,25,펌핑용기가 깔끔하고 이쁘네요 대용량 너무좋아요,펌핑용기 깔끔하다 이쁘다 용량 좋다,3,2.616178,1.1052158
5,가격대비 최고네요 예뻐요,1,13,가격대비 최고네요 예뻐요,가격 대비 최고 예쁘다,3,2.0112205,1.4734583
5,샤워하고 나면 뽀득뽀득소리가 날정도로 좋아요,1,24,샤워하고 나면 뽀득뽀득소리가 날정도로 좋아요,샤워 나다 소리 날 정도 좋다,3,-0.33843598,-1.4459003
1,가슴을 작아보이게 하는 용도로 나온게 맞나요ㅜㅡ 윗부분까진 눌러주지 못해 헬스 몇십년한 남자의 갑바처럼 되네요 납작하게 보이려 구매한건 제 욕심였나봅니다,0,85,가슴을 작아보이게 하는 용도로 나온게 맞나요 윗부분까진 눌러주지 못해 헬스 몇십년한 남자의 갑바처럼 되네요 납작하게 보이려 구매한건 제 욕심였나봅니다,가슴 아보 하다 용도 나오다 맞다 부분 누르다 하다 헬스 십년 남자 갑바 되다 납작하다 보이다 건 제 욕심 이다 보다,0,1.2974828,-0.99203324
1,이게 C타입인가 보죠?ㅋ,0,13,이게 C타입인가 보죠,이 타입 보다,3,2.2301896,-0.62815636
4,색상선택잘한거같아요 ㅎㅎ,1,13,색상선택잘한거같아요,색상 선택 하다 같다,0,1.8584961,-2.8420184
2,리뷰처럼 안쪽에 양면테이프 너무 심하네요... 그래도 싼맛에 씁니다~,0,38,리뷰처럼 안쪽에 양면테이프 너무 심하네요 그래도 싼맛에 씁니다,리뷰 안쪽 양면 테이프 심하다 싸다 맛 쓰다,3,0.043607295,0.036543764
4,육아 꿀템입니다 ㅎㅎ 다만 커버씌우는게 어렵네요,1,26,육아 꿀템입니다 다만 커버씌우는게 어렵네요,육아 꿀템 이다 다만 커버 씌우다 어렵다,3,0.3113499,0.02858004
4,ㅏ 완전 칼배송ㅋㅋ 주문하자마자 얼마 안되서 배송준비단계더니 다음날 바로 배송시작입니다ㅋㅋ 칼배송 추처ㄴ이요ㅎㅎ,1,62,완전 칼배송 주문하자마자 얼마 안되서 배송준비단계더니 다음날 바로 배송시작입니다 칼배송 추처 이요,완전 칼 배송 주문 자마자 얼마 안되다 배송 준비 단계 더니 다음 날 바로 배송 시작 이다 칼 배송 추처 이요,3,-1.299004,-0.30359492
2,케이스 맘에들어요~,0,10,케이스 맘에들어요,케이스 맘 들다,3,2.8328788,1.1207173
5,맛있어요~~파도 싱싱해요,1,13,맛있어요 파도 싱싱해요,맛있다 파도 싱싱하다,1,-1.7847841,0.3567635
5,재구매 가을옷치고 얇지않아 좋아요,1,18,재구매 가을옷치고 얇지않아 좋아요,재다 가을 옷 얇다 않다 좋다,3,1.4413006,-1.2532778
2,수압이 그렇게 약하지도 않은데 작동이 멈추세요...,0,28,수압이 그렇게 약하지도 않은데 작동이 멈추세요,수압 약하다 않다 작동 멈추다,3,1.3265529,-1.8652891
5,사용하기 편하고 안심되네요ㅎ,1,15,사용하기 편하고 안심되네요,사용 하다 편하다 안심 되다,0,1.0624412,0.67315334
5,조어너나어어ㅓㅇ,1,8,조어너나어어,조어 너 어어,3,-2.5404987,-1.8860095
2,잘 부러짐 다른 거 사야할듯,0,15,잘 부러짐 다른 거 사야할듯,자다 부러지다 다른 거 사다 하다,0,0.0901491,0.10457604
5,재구매 이번에도 완전 잘 먹었어요,1,18,재구매 이번에도 완전 잘 먹었어요,재다 이번 완전 자다 먹다,1,-2.7023935,-0.18902896
5,잘그릴게여 ㅋㅋ,1,8,잘그릴게여,그리다 여,3,0.22670668,-0.30849764
2,기대하고 샀는데 착용감은 별로예요,0,18,기대하고 샀는데 착용감은 별로예요,기대하다 사다 착용 감다 별로,3,1.499244,0.33514616
2,생각보다 글씨 쓰여진 바 부분이 짧고 사진보다 못하네요,0,30,생각보다 글씨 쓰여진 바 부분이 짧고 사진보다 못하네요,생각 글씨 쓰이다 바 부분 짧다 사진 하다,0,0.7634452,-0.60188717
5,배송도 빠르고 깔아놓으니 이뻐요,1,17,배송도 빠르고 깔아놓으니 이뻐요,배송 빠르다 깔다 이쁘다,2,-0.20010626,3.4024193
5,재구매 얼마 전에 아이가 기저귀를 떼서 이제 쓰진 않지만 보솜이 아주 잘 사용했어요~ 두께도 적당하고 흡수 잘하고 트러블도 없었어요~ 아이 태어나서 쭈욱 잘 써왔던 기저귀입니다~,1,99,재구매 얼마 전에 아이가 기저귀를 떼서 이제 쓰진 않지만 보솜이 아주 잘 사용했어요 두께도 적당하고 흡수 잘하고 트러블도 없었어요 아이 태어나서 쭈욱 잘 써왔던 기저귀입니다,재다 얼마 전 아이 기저귀 떼다 이제 쓰다 않다 보솜 아주 자다 사용 하다 두께 적당하다 흡수 하다 트러블 없다 아이 태어나다 쭈욱 자다 써다 오다 기저귀 이다,0,0.40954742,0.5890925
2,손빨래로 조물조물 빨아도 보풀이 많이 일어납니다,0,26,손빨래로 조물조물 빨아도 보풀이 많이 일어납니다,손 빨래 빨다 보풀 일어나다,3,0.6485574,-0.15729468
2,싼티 많이납니다,0,8,싼티 많이납니다,싸다 티 나다,3,-0.4510776,-1.3386419
4,한 번 해봐서 어떤 효과가 있는지는 잘 모르겠지만 에센스 양은 풍부한것 같아요,1,43,한 번 해봐서 어떤 효과가 있는지는 잘 모르겠지만 에센스 양은 풍부한것 같아요,하다 번 해보다 어떻다 효과 있다 자다 모르다 에센스 양은 풍부하다 같다,3,2.8398898,-0.31525117
1,필름 분리가 안되서 결국 버림...진짜 열받아서 버림...진짜 돈아까움...내꺼만 그런건지 필름 부착된걸 뗄때 써야하는 스티커가 없었음 반품귀찮아서 걍 해보려 했느나 실패,0,95,필름 분리가 안되서 결국 버림 진짜 열받아서 버림 진짜 돈아까움 내꺼만 그런건지 필름 부착된걸 뗄때 써야하는 스티커가 없었음 반품귀찮아서 걍 해보려 했느나 실패,필름 분리 안되다 버리다 진짜 열 받다 버리다 진짜 돈 아깝다 움 내다 그렇다 필름 부착 되다 걸 떼다 때 써다 스티커 없다 반품 귀찮다 해보다 했느 실패,3,0.14062925,-0.9667872
5,순대 냄새안나구 마싯아요,1,13,순대 냄새안나구 마싯아요,순대 냄새 나다 마싯다,3,-0.19946608,-1.5768684
5,항상먹던사료라 잘먹어요,1,12,항상먹던사료라 잘먹어요,항상 먹다 사료 먹다,1,-2.510772,0.0014203418
1,너무 독해서인지 한번쓰고 얼굴 뒤집어 져서 발 뒤꿈치갈질용으로 씁니다. 발 관리가 될 정도니 얼굴은 무리인듯,0,60,너무 독해서인지 한번쓰고 얼굴 뒤집어 져서 발 뒤꿈치갈질용으로 씁니다 발 관리가 될 정도니 얼굴은 무리인듯,독하다 한번 쓰다 얼굴 뒤지다 발 뒤꿈치 갈다 용 쓰다 발 관리 되다 정도 얼굴 무리다,3,0.692121,-0.72097164
2,여섯개가 찌그러지고 터져서 왔어요 ㅠ,0,20,여섯개가 찌그러지고 터져서 왔어요,여섯 찌그러지다 터지다 오다,3,-2.0992422,-1.8477792
5,친구가 만족해하네요 !!,1,13,친구가 만족해하네요,친구 만족하다,3,-1.717593,2.0557144
2,저번꺼 보다 맛이 좀 없다고 하심...,0,21,저번꺼 보다 맛이 좀 없다고 하심,저번 보다 맛 좀 없다 심,3,-1.5156695,-0.39823997
2,써보진 않았지만 깔끔하게 배송된거 같아요 잘쓰겠습니당,0,29,써보진 않았지만 깔끔하게 배송된거 같아요 잘쓰겠습니당,써다 보다 않다 깔끔하다 배송 된거 같다 잘쓰다,3,0.83306295,3.46156
5,좋아요맘에드네요 굿,1,10,좋아요맘에드네요 굿,좋다 맘 에드 굿,3,1.4785241,2.495374
