content,score,label,cluster,tsne_x,tsne_y,실제감성,군집명
중간에불이꺼지는데 왜그런가요?ㅜㅠ 라이터로불붙이기힘들어요,2,0,3,0.627478,-0.91247696,부정,일반감성형
"선물 했는데, 받은 사람이 좋아했습니다.",5,1,0,-1.8542084,1.6065413,긍정,제품후기형
재구매 보리굴비는 늘 여기서만 먹어요,5,1,1,-2.3090203,0.20479257,긍정,식품카테고리
재구매 상담해주시는 분도 친절하고 물건도 화면 그대로에요 5살 109센치 17키로 라지 사이즈 딱 맞아요,4,1,3,2.1417146,-1.8389932,긍정,일반감성형
조립도 쉽고 편해요,5,1,3,2.2709615,1.0599482,긍정,일반감성형
불의 밝기는 만족합니다. 방수처리는 별로군요 좁은곳에 설치 하려고 슬림한걸 찾았는데 방수처리가 너무 두꺼워서 전혀 안들어갑니다. 뜯기조차 힘드네요.,2,0,3,0.7494732,0.041804194,부정,일반감성형
또 속았네 홈쇼핑 그럼글치 에휴,2,0,3,-0.6421215,-2.8831909,부정,일반감성형
잠을 잘~잘수있어 감사합니다~^^,5,1,3,-0.15369609,1.1665413,긍정,일반감성형
다 좋은데 택배가 엉망이엇음 제 날짜에 안오고 누락됨,2,0,3,-0.96780246,-0.83250815,부정,일반감성형
중복되는 게임이 많고 렉도 살짝살짝 걸리는거 같고 킹오파 철권 이런건 없고 모르는 옛날게임도 많고 구매전으로 돌아간다면 돈좀더 보태서 다른거 살거같내요 기타 구매할때 상세내용이나 이런거도 부족함 게임리스트 등등,2,0,0,-0.3904219,0.19676773,부정,제품후기형
배송빠르고 가볍고 좋아요 ㅎㅎ,5,1,2,0.43205076,3.3547628,긍정,배송중심
좋습니다 많이 사세요,4,1,3,1.4792465,2.6513479,긍정,일반감성형
편할 줄 알았는데 좀 불편 하군요~ 고정되는것도 생각 만큼은 아니에요... 주주 안하게 되네요,2,0,0,0.8039926,-0.23262645,부정,제품후기형
배송빠르고 리필까지 너무 좋네요ㅎ,5,1,2,-0.20338951,3.4252279,긍정,배송중심
너무너무 좋아요 앞으로 잘 쓰겠습니다 감사합니다,5,1,3,-0.21774854,1.4891603,긍정,일반감성형
생각보다 크기가 작긴하지만 사용하기 편할것같아요,5,1,0,1.1794803,0.5389914,긍정,제품후기형
생각햇던것보다 말랑한 재질이라,2,0,3,1.5508012,-1.0348152,부정,일반감성형
티비보고 구매 배송빠르게 왔어요. 몸에 좋다길래 먹어 보려고 합니다. 따뜻한 물에 풀어서 먹어요. 많이 써서 꿀과 같이 먹어야 할 꺼 같네요. 조금만 넣어도 엄청 찐해요,4,1,1,-1.6765686,-0.14650877,긍정,식품카테고리
쓰던게 하나만 불이들어와서 구매하게됬습니다. 포장이 너무 엉망이었던것빼곤 뭐 쓸만합니다.,2,0,0,-0.017579762,0.38747692,부정,제품후기형
재구매 평소보다 배송이조금느렸지만 요즘같은시기때어쩔수없죠 그래도 생각보단 빨리왔어요,5,1,3,-1.2372544,-2.1342168,긍정,일반감성형
"재구매 상품마다 음질 등의 상태가 랜덤인듯. 저번에 샀을 땐 아무 문제 없이 잘 썼는데 이번에 또 사니까 원래 거랑 음질도 살짝 다르고, pc에 꽂았을 때 가끔 한쪽이 안들리기도 하는데 반품 환불 하기 귀찮아서 그냥 쓰는중...",2,0,0,0.046786748,-0.43396473,부정,제품후기형
원단이 굉장히 좋은거 같아요. 근데 색이... 사진에서 보이는 색은 절대 아니고.. 형광핑크느낌.. 수영복처럼 보여요ㅋㅋㅋ 색이 좀 많이 이상한거 빼곤 좋습니다,4,1,3,-0.033831514,-1.5747869,긍정,일반감성형
사이즈가 매우 작게 나옴,2,0,3,1.6689124,-1.3460361,부정,일반감성형
타공에 안맞아요!!,2,0,3,2.5105042,-1.827599,부정,일반감성형
몇번 시켰어요~ 맛있고 좋아요^^,5,1,1,-1.7333791,0.3279424,긍정,식품카테고리
심하게 수평이 안맞아서 한쪽에 테이핑 했네요..배송 만 별2개요..,2,0,0,2.21827,-1.8637261,부정,제품후기형
선물했는데 괜찮아요~ 만족합니다,2,0,0,-1.4600298,1.7301877,부정,제품후기형
오염되어있고 짜증나네요 ㅡㅡ,2,0,3,-0.8601031,-0.49431506,부정,일반감성형
사용하기도 편리하고 은은한 불빛이 참 분위기 있어요.,5,1,0,0.8509068,0.77044547,긍정,제품후기형
비타민앰플사용후 좋아서 다른라인 추가구매해봅니다.,5,1,3,-0.58809006,2.321232,긍정,일반감성형
맛있긴한데 심? 이 많아서 아이들이 안먹어요ㅜㅜ,2,0,1,-2.276996,0.17507192,부정,식품카테고리
마스킹 테입을 미리 벗기래서 벗기다가 다 벗겨지네요 ㅋㅋ,1,0,3,-0.33582473,-1.0546458,부정,일반감성형
한쪽이 빠져서 안끼워져요,2,0,3,0.48627597,-0.6929748,부정,일반감성형
접착제가 너무 떨어지네요ㅠㅠ 손에 달라 붙는게 많고 비닐을 떼어내면 비닐과 함께 접착제가 1/3 이상은 떨어져 나오네요ㅠ 작업 하기가 힘들었어요ㅠㅠ,2,0,3,0.6774762,-1.2210094,부정,일반감성형
볼이 너무 작아요.. 고무처럼 말랑하지도 않고 플라스틱이라 한손에 잡기 좀 작네요,1,0,3,1.6229222,-1.2259991,부정,일반감성형
좋아요 가격도 가성비 좋고 아직은 키가조금 작지만 그래도 발올려 놓고 통통하며 놀기도 하고 좋아해요,5,1,3,0.025831295,0.73270327,긍정,일반감성형
상품평이 많아서 구매했는데 너무 높낮이가 낮아요.. 소리도 많이 나는편이고..,2,0,0,-0.6131911,0.7931846,부정,제품후기형
그냥 벗겨짐 벗겨짐,1,0,3,-0.26994836,-1.3046528,부정,일반감성형
비싸다 생각했는데 깔끔히정리된거보니 구매하기 잘한거같아요,5,1,0,0.58809674,0.19146422,긍정,제품후기형
괜찮아요. 새로운맛이래서 주문해봤어요. 오리지날이랑 맛은 비슷,5,1,3,-0.3282828,0.5039086,긍정,일반감성형
냉동바지락 같은 느낌이에요 ㅠㅡㅠ 한줌정도 요리해목고 비려서 다 버렸어요 ㅠㅠㅠ,1,0,3,-0.10529755,-1.6850107,부정,일반감성형
스텐이나 유리제품에 하얗게 잔여물이 쌓여있어요ㅠ 린스도 사용하고 추가헹굼도 해봤지만 ㅠ 뭐가문제일지ㅠㅠ,1,0,3,-0.33621705,-2.2006853,부정,일반감성형
너무 마음에 듭니다 굿굿굿!,5,1,3,3.9514253,0.9506225,긍정,일반감성형
색상 이쁘고 두께는 조금 있지만 무게도 나름 적당한듯 합니다.,5,1,3,0.7297521,0.00036911466,긍정,일반감성형
측정결과 정량아님 심하게미달,1,0,3,0.38170218,-1.1995656,부정,일반감성형
한쪽필터스프링이거꾸로 장착되서 고장인줄 ᆢ 제품검수에 신경좀써주시길 그거외엔 좋아요,2,0,3,0.26018104,0.17947543,부정,일반감성형
너무 세서 못 쓰겠어요...,2,0,3,-0.09815878,1.635491,부정,일반감성형
일자형 일반쓰레기봉투와 특가형봉투 두께 차이점을 모르겠어요. 둘다 찢어질 정도는 아니지만 얇아요.,2,0,3,0.7785893,-0.9848252,부정,일반감성형
세번째구매 저렴하고이뻐요,5,1,3,0.26717058,1.4995176,긍정,일반감성형
네이버페이라 적립돼서 좋아요~,5,1,3,0.9229144,1.6082703,긍정,일반감성형
"잘먹었습니다, 싱싱하고 살도 많고 맛도 좋네요, 잘먹었습니다, 마니 파세요, ㄱㅈㄴㄷㅅㅂㅈㄱㅅㄴㄷㅅㅈㅂㅅㄱ",5,1,1,-2.1319177,-0.62006795,긍정,식품카테고리
뚜껑하루만에부러짐,2,0,3,0.2215834,-1.6456125,부정,일반감성형
벽에 붙이고 물건 붙이면 테이프가 벽에 안 붙고 물건이랑 같이 떼져요,2,0,3,0.04454498,-0.6696432,부정,일반감성형
생일선물로 주문했는데 마음에 들어요 :),5,1,0,3.3493273,1.2667631,긍정,제품후기형
소소합니다 부모님 선물로 드렸는데 좋아하시네요,5,1,3,-2.7951293,1.5627302,긍정,일반감성형
나사가부셔졌어요 저번에도그래서 바꾼건데 너무약하네요 참고하세요 별점0점드리고싶네요 아 구리스랑사서관리했는데이래요,1,0,0,-0.0046248687,-0.021896757,부정,제품후기형
200짜리쓰다 육수량이 늘어 400써봤어요~ 편해요 애매하게 남은량 넣을때 좋은거같어요,5,1,3,2.3180873,-0.072394066,긍정,일반감성형
가격 대비 질이 좋아요 색도 이쁘고,5,1,3,2.2118783,1.6581714,긍정,일반감성형
배송 더럽게 느렸어요,1,0,3,-1.3307667,-2.0996172,부정,일반감성형
항상 좋아요 만족하면서 쓰고있어요,5,1,3,-1.0438112,2.1647267,긍정,일반감성형
귀엽고 물감 막 묻혀도되니 마음도 편하고ㅋㅋ애들두잘입힌후잇을것 가타요,4,1,3,2.9673178,0.66760623,긍정,일반감성형
딱가격에 맞는신발같아요.비올때 신을려고요.,2,0,3,2.4799511,-1.3277651,부정,일반감성형
겨울에 쓰기에는 약간은 건조할수있습니다. 개인적인 의견이니 걍.. 참고!ㅋㅋ 발림은 부드러워요. 색도 이뿌구요,5,1,3,1.2764943,0.26107565,긍정,일반감성형
예쁜모자 시원하게 잘 쓸께요~~~굿!,5,1,3,1.412095,0.20267501,긍정,일반감성형
밀려서 때처럼 나와요 똑같이 기초바르고 다른걸 바르니 안밀리더라구요 나랑 안맞는건지 이런경우 아주 오랜만이네요,1,0,3,1.5137125,-0.82674825,부정,일반감성형
촉촉하네용 ㄹㄹ 번들거림은없어요 ㅋ,5,1,3,2.780118,1.199929,긍정,일반감성형
절대 사지마세요 이거 살바에 돈좀 더주고 개별로 된거 사세요 정말 충전도 안되고 하루 종일 꼽아놔야 10프로 찰까 말깝니다..,2,0,3,-1.2065187,-2.569465,부정,일반감성형
"타이트해요 80d입는데 작음, 입다보면 늘어나길바라는중인데, 답답해서 못입고있음",2,0,3,1.0577648,-0.41297498,부정,일반감성형
박스뜯어보니 펌프쪽이 하나 깨져와써요ㅠㅠ뽁뽁이로 좀 감싸주시지ㅠㅠ 교환귀찮아 그냥 씁니다ㅠ향은 좀 독할정도로 알콜향 강해요~그래두 소독 잘될꺼라 생각하고 참고쓰고이써요.,2,0,3,-0.07430478,-0.5115771,부정,일반감성형
가루날림이 정말너무너무 심해요.. 더이상 손이 안가네요..,2,0,3,-0.40900344,-1.2049273,부정,일반감성형
배송빠르고잘왓습니당,5,1,2,-0.22235756,3.3814273,긍정,배송중심
재구매했습니다 렌틸콩 저번에 샀을때 싸고 신선해서 맛있게 먹었어요. 다음에도 또구매 하겠습니다 수고하세요,5,1,1,-1.606758,0.85549825,긍정,식품카테고리
재구매 맛있구요. 2번째 구입인데 다음에 또 구입예정,5,1,1,-1.6094816,0.6439562,긍정,식품카테고리
유모차겸용 카시트에쓰려고 구매했어요 싸이벡스 클라우드q에 빠듯하게 맞네요 흰색이이뻐요~,5,1,0,-0.39584932,1.2085172,긍정,제품후기형
앞이 너무 짧아서 아쉽네요,2,0,3,1.2053286,-2.2414799,부정,일반감성형
잘받잇어요,2,0,3,0.24807571,-2.6734343,부정,일반감성형
"재구매 계속 구매하는데 질, 가격 모두 좋습니다",5,1,0,-0.72309995,1.2068111,긍정,제품후기형
이사이즈가 하나 누락됐어요,2,0,3,0.51161325,-0.38948575,부정,일반감성형
재구매 패킹을 잘못 주문해서 다시 했어요 아주 옛날 모델이지만 잘 맞네요,4,1,0,0.010725514,0.4730473,긍정,제품후기형
사이즈가 너무작아 실망스럽긴해요,2,0,3,1.749983,-1.7511437,부정,일반감성형
부그럽게 꺼지진않아오 근양 그래서 재구매 노노,1,0,3,-0.5567104,-2.6779528,부정,일반감성형
간지럽네요,2,0,3,1.4679983,-0.32776472,부정,일반감성형
"재구매 레몬이 너무 상태가 안좋았어요.. 6개정도가 물러있고요.. 심지어 잘랐더니 말라있는것들도 있네요... 여러번 주문했었는데, 이번에 최악이네요.",1,0,0,-0.6727155,0.2280044,부정,제품후기형
이번에도 배송 엄청 빠르네요. 감사합니다.,5,1,2,-0.26478752,3.2512732,긍정,배송중심
먼지 날림은 덜해요. 거즈면 같은 느낌인데 클렌징을 했을때 피부에 자극이 가요..빨게지고 아프고...별로인듯요~,2,0,3,1.2503152,-1.0085793,부정,일반감성형
얼려먹으니 맛은있는데포장이 짤라먹기 불편해요 이빨로 짜르거나 가위로 짤라 먹어요,4,1,1,-1.9000838,-0.16211282,긍정,식품카테고리
다른 곳 물품을 제 이름으로 배달하고;; 택배기사님 한숨을 왜 제가 들어야 합니까...,2,0,3,-0.9438876,-0.8732446,부정,일반감성형
후기만큼 효과있는지 모르겠습니다 가려움증은 계속 있다 하네요 재구매의사 X,2,0,0,-1.9677174,1.8667035,부정,제품후기형
재구매 블랙만 쓰다가 그레이도 괜찮네요 ㅎㅎ,5,1,3,0.066225715,0.92100996,긍정,일반감성형
음... 별로예요 한번쓰고 버렸어요,1,0,3,0.89362687,-2.518087,부정,일반감성형
항상쓰는제품입니다 키즈용샴푸 올인원제품도 펌프로 나왔으면 합니다 거꾸로 세워서 쓰는제품은 더무 많이씩 나와서.. ㅜㅜ,4,1,3,-0.19255134,1.6143172,긍정,일반감성형
쓸데없는공간이 너무길어서 불편하고 조각조가 돌아다녀서 잃어버리기 딱좋네요,1,0,3,1.2204796,-0.34232873,부정,일반감성형
투명 커버 두 군데가 찍혀서 상처가 나서 왔습니다...,2,0,3,-0.5892348,-0.56953716,부정,일반감성형
재구매 튼튼하니 좋습니다 이번이 두번째 구매인데 모서리 부분이 금이 많이 가서 왔네요 귀찮아서 그냥 사용할게요,2,0,0,0.28784287,0.102429725,부정,제품후기형
빠르배송 잘받았습니다.,5,1,2,-1.0390296,2.683735,긍정,배송중심
사용 못하고 폐기함,2,0,3,1.1434299,0.56333137,부정,일반감성형
주문을잘못했나봐요 신랑이필요하다고해서 주문했는데 사이즈가 작아서 그냥뒀어요,2,0,0,0.24806958,-0.23366049,부정,제품후기형
배송빠르고 사은품이 많네용 또 이용할게요,5,1,2,-0.34786943,3.0010166,긍정,배송중심
나무 재질은 엄청 안좋고 조립 하니까 흔들흔들 거려요,1,0,3,0.45615038,-1.5762807,부정,일반감성형
사진처럼 페인트가 벗겨져 있는 곳이 몇군데 있으며 문짝도 쿵쿵닫혀서 별로에요. 교환하려다 오래 걸릴것 같아 그냥 위에 보이지 않게 하고 사용하려고 합니다.,2,0,0,0.07508009,-0.3446652,부정,제품후기형
재구매 맛있어요 배고 안아프고 그냥 큰병사면 유통기한이 많이 짧은데 이건 꽤 길어서 두고먹기좋아요,5,1,3,-2.3443413,-1.1469771,긍정,일반감성형
배송이 진짜 넘 오래걸렷네요.,1,0,3,-1.2362676,-1.5270967,부정,일반감성형
자꾸떨어짐 수건 무게를 감당 못함,1,0,0,0.9546164,-0.7964484,부정,제품후기형
여러 잡곡을 한번에 먹을수 있어 아주 좋아요 상품의 질도 좋아요,5,1,1,0.95099014,2.2681434,긍정,식품카테고리
무료체험 배송빠르고~ 좋아요~,4,1,2,-0.39369515,3.9889417,긍정,배송중심
날씬한 아들에겐 좀 헐렁하니요,5,1,3,1.622907,-2.5520399,긍정,일반감성형
물건 하자없이 받았구 6일만에 받았어요 이틀차 바르고 있는데 첫날엔 무서워서 정말 소량만 바르다가 오늘은 한방울 콕 찍어발맀더니 확실히 바른자리가 빨개지면서 따끔하네요 ㅎㅎ 못참을정도 아니여서 괜찮아요 효과 있었으면 좋겠어요 ㅠㅠ,5,1,3,0.44361776,0.14685631,긍정,일반감성형
통화하면서 화면보거나 통화 종료 하고싶은데 필름이 근접센서 방해해서 화면이 안켜짐 이미 붙인건 써야하는데 답답함,2,0,0,1.7617623,-0.32671255,부정,제품후기형
배송도 빠르고 친절 하셨어 정말 좋았습니다 번창하세요,5,1,2,-0.9136332,2.8903775,긍정,배송중심
양도많고 색도맘에들어요,5,1,3,-0.82152927,0.46709684,긍정,일반감성형
상품은 괜찮은데 배송이 너무 느려요. 지난 주 목요일에 주문했는데 홈페이지엔 이틀 후 토요일에 온다고 써져 있었으면서 9일이 지난 오늘 왔네요. 몸을 많이 쓰는 단기알바 때 입으려고 샀는데 알바 다 끝나고서야 도착했어요.,2,0,0,-1.2219054,-1.8613268,부정,제품후기형
첫 구매 후 아직 사용 전이에요. 사용한 후에 한달후기 다시 작성할게요~,5,1,0,1.7523139,0.4048516,긍정,제품후기형
솔가 영양제 믿고 먹어서 철분도 주문해봤어요,5,1,1,-1.140693,0.556395,긍정,식품카테고리
생각보다 튼튼하고 좋아요 근데...구두를 올려놓으니 굽이 틈새로 자꾸 들어가네요ㅋㅋ 그 불편한 것만 제외하면 튼튼하고 좋아요,4,1,3,1.2056404,0.87965274,긍정,일반감성형
냄새나서아이가안뭅니다 전에산건괜찮았는데..,2,0,3,0.31016093,0.056397274,부정,일반감성형
초1아들 얼굴작은편인데 너무 딱맞는거빼고 좋아요,4,1,3,-0.462616,-2.3757586,긍정,일반감성형
좋아요 상품도 너무 좋고 이제 안심하고 달릴수 있을것 같네요 잘쓰겠습니다ㅎㅎ가격도 저렴하고 좋았어요,5,1,3,0.9271982,1.7624594,긍정,일반감성형
스티커 너무 좋아요,5,1,3,1.8804673,2.4370866,긍정,일반감성형
대 만족 입니다 색상도 예쁘고 물도 안빠지고 저는 너무 만족해요,5,1,3,0.18292025,1.2935497,긍정,일반감성형
"제가 5개월동안 기다려 이제야 구입하게 되었네요. 그만큼 만족도가 높은 제품이라 구매하게 되었습니다. 직접 수령해보니 촉감도 좋고 질감도 상당히 좋습니다. 구매하고 후회없이 잘샀다는 제가 뿌듯 합니다,^^",5,1,0,-0.09745817,0.8416795,긍정,제품후기형
재질 정말 별로여서 이거 반값줫어도 별로일뻔 했어요,2,0,3,0.47452536,-2.3592472,부정,일반감성형
어머니가 대사증후군이라서 시켜봤어요 효과있었으면 좋겠네요,5,1,3,-0.27134803,1.142836,긍정,일반감성형
딱 가격만큼 인것 같아요,1,0,3,0.92753816,1.8857839,부정,일반감성형
당면화해서 먹었는데 곤약못먹는 저에게 딱맞는ㅜㅜ 감사합니당 번창하세요 사진은 천사채 비빔국수!,5,1,1,-1.2197818,0.67001325,긍정,식품카테고리
주문 다음날 바로배송받았어요~잘먹겠습니다~,5,1,1,-1.6200377,-0.11085339,긍정,식품카테고리
빠른 배송 감사드립니다. 솔직히 말씀드리면 안경자체는 그다지 고급스럽진 못합니다. 그냥 유행에 따라 캐쥬얼한 느낌으로 기분전환용으로 부담없이 쓸까해요,2,0,3,-1.3533517,2.91567,부정,일반감성형
아무리 가림막이라해도 타프원단과 전혀다르고 엄청얇아서 햇빛가리개로 사용하기도 뭐하고...저렴한그라운드시트가 더 나을듯 하네요.,1,0,0,0.5286655,0.4950533,부정,제품후기형
박스도 다 찢어지고 스킨은 새어 나왔어요,1,0,3,-2.2538867,-2.0256584,부정,일반감성형
아이가 오자마자 꺼내고 좋다하네요 올해는 모래놀이하러 많이가야겠어요,5,1,3,-0.98739696,0.2721988,긍정,일반감성형
가격대비 훌륭해요. 의자 편하고 이뻐요. 조립도 쉽구요,4,1,3,2.230975,1.240265,긍정,일반감성형
셀프 입주청소용으로 샀습니다 ~ 잘 안닦여요,2,0,3,1.9195576,0.3358149,부정,일반감성형
꾸미기도 쉽고 딱 화면처럼 예뻐용,5,1,3,2.0036352,0.39819813,긍정,일반감성형
굿굿~ 항상 좋아요,5,1,3,-1.112725,2.101737,긍정,일반감성형
플라스틱이라 여닫을때 불편하구요 광고에선 80킬로 남자도 앉을수있다고 하는데 과대광고같습니다 ㅡㅡ,1,0,3,0.91696477,-0.55207217,부정,일반감성형
베이직한디자인 하나쯤은 꼭 가지고 계셔야 될 Must Item!!,5,1,3,1.8075216,0.56325734,긍정,일반감성형
ㅂ2색도마음에들고조아여,5,1,3,3.4808576,1.304435,긍정,일반감성형
모서리 다 까져서 왔는데 그냥 씁니다. 보관에 문제가 있어 보입니다. 135에 특대로 했는데 너무 큰거 신청해서 카니발트렁크에 가로로 안들어감.,2,0,0,0.08122167,-0.24993716,부정,제품후기형
재질 길이감 배송 뭐하나 흠잡을게 없네요 여름을 대비해서 더 사둬야겟어요,5,1,0,0.932457,0.14177841,긍정,제품후기형
편하긴한데 몇번 빨았더니 허리 부분 탄력이 줄어들어 흘러 내릴것 같아서 몇번 입고 안 입게 됨,2,0,3,0.7464961,-0.28309077,부정,일반감성형
공기압이 맞지 않아요 ㅜㅜ,1,0,3,2.6650422,-1.972863,부정,일반감성형
상품 신선하고 빠르게 잘 받았습니다 저번에 시켜먹어봐서 한번 또 시켰는데 정말 역시나 맛있네요~ 계란에 살짝 뭍혀먹으면 더욱 맛있어요~ㅎㅎ,5,1,1,-1.8098252,0.1105861,긍정,식품카테고리
"저렴하게 잘산것 같네요, 엄마가 비염이 심해서 휴지대신 쓰려고 50장 구매했어요~ 부담없이 쓰기 좋은것 같고, 쓰다 좋으면 추가 구매할게요 :) 많이파세요~",5,1,0,-0.17940004,1.8282857,긍정,제품후기형
맛없어요 별로에요~~,2,0,3,0.30396804,-2.544191,부정,일반감성형
별로안좋아요 사용불편하고 그래요,2,0,3,0.11828286,-2.477638,부정,일반감성형
게이트 자르는 느낌이 안들정도로 날카롭고 좋네요!!,5,1,3,0.527469,-0.18945761,긍정,일반감성형
사각이라 팬티입고 속바지 안입어도 될꺼같아 구입했는데 굉장히 작고 허벅지쪽 말려올라 가네요ㅠ 참고로 163에 47 키로 입니다,2,0,3,0.62577343,-0.14127629,부정,일반감성형
시공전이지만잘해볼께용,5,1,3,1.0392635,-0.21764208,긍정,일반감성형
맛있어오 배송도 빠르고 굿,5,1,2,-0.44242597,3.287791,긍정,배송중심
별1개도 주기싫음 이거 진공이 하나도안됨 ㅡㅡ 급하게필요해서 구매했는데 기다린 보람이없음 짜증과 욕이머리꼭대기까지 올라와서 미치겠네요 이딴 형편없는 제품을 내가 2일이나 기다렸다니 xx,1,0,0,-0.37245086,0.34233302,부정,제품후기형
뚜껑이 잘 고정이 안되요.ㅡ자석 무용지물,1,0,3,0.1801915,-1.8124446,부정,일반감성형
신랑이 다리에 털이 많아서 샀는데 별루래요,2,0,3,-0.71438444,0.084396146,부정,일반감성형
양말 겨울 울양말이 무거워보이기 시작해 얇은걸 찾았는데 잘산듯 합니다.여름까지 잘 신을꺼 같아요,4,1,0,1.2903317,-0.26473245,긍정,제품후기형
옷이 너무 뻣뻣해요 따뜻하긴해요,1,0,3,1.4469026,-0.38366628,부정,일반감성형
키운지 5일째 둘다 톱밥 속에 있는지 안보여서 파보니 둘 다 죽어있네요 병든 개체를 판매하나봅니다. 교환이나 환불....부탁드립니다,1,0,3,-0.082592525,-0.6192598,부정,일반감성형
재구매 빠른배송 감사 합니다^^~,1,0,2,-1.2913746,3.1588602,부정,배송중심
배송도 빠르고 성능도 좋아서 대만족입니다.,5,1,2,0.26614094,2.9489343,긍정,배송중심
약해요 금방 떨어져요 ㅋㅋㅋ,1,0,3,1.2399321,-1.640263,부정,일반감성형
제일중요한 로고에 올이 다풀려서왔어요 처음에 실이그냥묻은건줄알고 떼려고 잡아당겼는데 다뜯어지네요^^제대로 검수하시는거맞나요? 택도이미뜯고발견해서 그냥 대충쓰렵니다,1,0,0,0.0717871,-0.52687216,부정,제품후기형
가격은 좀있지만 간식을 좋아해서 건강도 챙길겸 주문해봤어요 맛은 달달하니 괜찮네요ㅎ 포장상태가 맘에들어요,4,1,3,-0.051292486,0.8356534,긍정,일반감성형
두팩중 한팩은 너무 덜익어서 아쉬웠네요 딱 봐도 하얀색이라 안먹어봐도 알겠는데...,2,0,1,-1.5295126,-0.60337925,부정,식품카테고리
전혀 편하지가 않음,1,0,3,1.1889079,0.76488864,부정,일반감성형
아기가 너무 좋아해서 또 구매합니다,5,1,0,-2.3570876,1.509458,긍정,제품후기형
늘 여기서만 주문합니다. 항상 좋은제품 만족스러워요 ㅎㅎ,5,1,0,-0.6417004,2.0324202,긍정,제품후기형
강추합니다 오래전부터 구매해서 사용하고 있어요굉장히 실용적이고 가격대비 아주 좋습니다 적극 강추합니다!!,5,1,0,1.6361791,1.7966537,긍정,제품후기형
심플한 모양의 뿔테입니다~가벼운 느낌이 마음에 듬,5,1,3,2.8265972,0.96673656,긍정,일반감성형
만족합니당^^ 가격대비 짱이예요! 품질도 너무 좋고요~ 전혀 까실까실하지도 않고 처리도 잘해주셔서 너무 좋아요 어떤분 나무향이 너무심하다고 하는데..심하지 않고오히려 은은해서 좋아,5,1,3,1.4327178,1.4631581,긍정,일반감성형
점심 쯤 주문했는데 다음날 바로 도착하네요 아주 좋습니다.,5,1,0,0.501953,1.7927912,긍정,제품후기형
상품이 별로에요. 생각했던거보다 잘안맞아요.,2,0,0,0.9259406,-2.1767802,부정,제품후기형
좋습니다ㅋ 배송도 좋고 깔끔하고,5,1,2,1.5556173,2.2544687,긍정,배송중심
다 좋은데 타 사이트나 매장에 비해서 가격이 너무 비싸네요.,2,0,0,-0.14946857,0.8573365,부정,제품후기형
그냥그래요 디자인이..,2,0,3,-0.8748251,-3.1069787,부정,일반감성형
튼튼해보이고 설치도 쉬웟어요 장착하고나니 어깨가 딱~~~벌어지는 느낌이네요 좋은상품 잘쓰겠습니다,1,0,3,1.4871564,1.2143245,부정,일반감성형
운동하기 좋아요 근데 밀때마다 소리가 나요,5,1,0,0.7355411,1.7774484,긍정,제품후기형
가격대비 괸찬은편이나...긴옷은 걸기 힘들어요...,1,0,3,1.9938711,1.4054091,부정,일반감성형
아디다스 양말이랑 똑같은 사이즈로 주문했는데 이 제품은 작고 짧고 그렇네요,2,0,0,0.37192634,-0.3885724,부정,제품후기형
튼튼하고 깔끔하고 좋아요 사무실용으로 샀는데 참 좋네요,5,1,3,1.6438543,1.2974561,긍정,일반감성형
제품이 좋아요. 기름둘러 시즈닝하는거보다 좋아요.,5,1,0,0.84507585,1.9967724,긍정,제품후기형
곧 여름이라 주문했는데 깔아보니 미끄러지지도 않고 괜찮은거같아요,5,1,0,1.0659359,0.84575266,긍정,제품후기형
그냥 그렇습니다 보시는거와 같이...,2,0,3,-0.85735005,-3.1244638,부정,일반감성형
향도 좋고 다 좋아요ㅎㅎ,5,1,3,1.577751,2.8458626,긍정,일반감성형
착용시 부드러운 느낌이 너무 좋아요.^^,5,1,3,0.7732475,1.4081941,긍정,일반감성형
"사이즈는 이미 알고있었는데, 제품의 찍힘이 있고 마감상태도 좋지 않습니다. 연마제는 닦아도 닦아도 계속 나오네요.",2,0,3,-0.05959844,-0.08565686,부정,일반감성형
다음엔 제대로 확인하고 보내주세요 ...,2,0,3,-0.7611393,-0.29269186,부정,일반감성형
사용해보니 끈의높이가 다 달라요ㅠㅠ 수평이아니라서ㅡ어쩐지 뭔가 불편하길래 보니 50장중 3장빼고 끈 달린 위치가 수평이없어요ㅠ 이게 별거아닌듯해도 착용해보면 편하지않아요. 역시 중국산이라 어쩔수없나보네요. 집에있는 파랑색은 위치 똑바른데.,2,0,3,0.74361414,0.00042887148,부정,일반감성형
다른 사이트에선 5천원에 판매하던데 값 차이가 너무 납니다. 신뢰도를 떨어뜨리지 않을까 싶은..,2,0,3,-0.2790826,-0.11276496,부정,일반감성형
저렴하고 괜찮다길래 샀는데 다리가 많이 흔들리네요..,2,0,3,0.55922127,0.7900422,부정,일반감성형
이번물건 참거지같네여 아다리도 안맞고ㅡㅡ,2,0,3,2.0267608,-1.5058331,부정,일반감성형
동생 출산 선물로 샀는데 예쁘다고 하네요 ㅎ 내부도 넓은 것 같아요,5,1,3,1.9167589,0.8933857,긍정,일반감성형
회사에서 먹을려고 구매했구요... 레몬청은 상큼한게 너무 맛있구요... 회사 직원분들도 너무 너무 맛있어해요... 요거 다 먹구 나면 또 구매해야겠어요...,5,1,1,-1.9334698,0.6316462,긍정,식품카테고리
별로..소리 잘안들림 ㅠㅠㅠ,1,0,3,0.40947777,-3.2239509,부정,일반감성형
