,score
133748,2
71362,1
7465,2
77716,1
84594,5
60590,5
102943,2
129454,2
46743,5
62772,2
40971,2
45048,5
101162,2
22263,2
151288,1
180749,5
15751,5
60308,2
18117,1
103522,5
22660,1
94062,2
37866,5
192657,2
54191,1
74157,2
186582,2
94619,5
118900,5
183459,5
8496,2
117976,2
63323,4
82764,2
76808,4
185518,5
33357,5
196315,5
63486,2
13124,2
72444,2
52540,5
22588,4
77210,5
193623,2
125229,4
148167,5
136544,5
26817,2
59525,1
28093,5
38019,1
34013,5
155502,1
43665,1
172534,4
2011,5
185164,2
164613,5
173002,2
38271,1
73824,4
105625,5
103594,2
25001,1
70067,5
65705,1
1084,4
141488,5
161082,2
148164,5
137010,4
106262,5
34144,1
80986,5
163988,4
149895,1
149803,1
123666,2
7909,2
174008,1
51273,2
102049,2
49087,5
144271,1
164717,2
97814,5
174205,2
76190,2
133800,5
19853,2
132121,5
31551,1
126775,2
198900,2
158303,5
34299,5
128384,2
39556,5
125912,1
31853,1
94634,5
117267,2
175112,4
110264,2
13143,1
46037,5
147531,1
89116,1
127448,5
104387,2
127271,2
26352,5
8601,4
23686,1
101110,5
95681,1
186277,2
116844,1
143433,2
154182,2
158027,5
92113,5
102425,2
59917,5
160298,5
193179,5
20555,5
47990,5
196992,2
75059,5
115982,5
110574,4
18171,2
74168,5
124864,2
44000,5
91925,1
42422,2
184159,1
175422,4
50278,2
49771,2
54556,2
130752,2
37220,2
89677,1
99354,2
77529,5
180609,1
54663,1
74369,1
150144,2
22253,5
30448,2
196890,2
171765,4
186619,2
97074,5
69362,2
71428,2
34905,2
45543,5
23692,2
193983,4
67070,1
187214,5
16805,5
36652,2
31288,1
92558,5
71580,5
97894,5
53080,4
11110,5
194411,5
158531,2
39664,2
90326,5
1316,2
95276,5
131475,2
168660,1
191431,5
328,5
181221,2
98701,2
70371,4
153379,2
89161,4
85222,5
142484,5
71528,5
194415,2
87021,2
127536,5
67868,5
11313,5
113291,1
194001,5
186052,5
168012,1
119103,1
52661,2
5958,2
88144,5
107101,5
146512,2
47812,1
182683,5
120858,5
42073,1
75453,1
176627,5
195877,2
115143,5
48391,1
128064,2
20816,2
19097,5
77110,5
163778,2
139018,4
132035,2
146172,1
155389,5
78646,2
155731,1
23268,1
103471,1
150693,4
111771,4
117540,4
195530,1
45046,2
2828,5
88956,4
85587,2
48241,5
36918,5
86851,2
74966,5
150313,1
175733,5
39093,1
148713,5
196257,4
189490,2
144234,2
161225,1
104093,2
156689,2
63769,4
130859,5
120213,5
93758,4
63395,1
6385,2
102039,1
14945,5
135259,5
100728,2
13878,2
166837,5
82560,5
81439,2
161566,2
47096,2
20418,2
49668,2
53947,5
6203,4
2360,5
145946,5
36934,4
62086,1
7681,2
73606,4
81795,2
11275,4
62641,5
182932,2
178615,1
43702,5
118457,5
92730,5
131805,1
172451,5
116642,2
126668,5
62602,5
68008,2
82995,5
94338,4
100279,2
40439,2
75970,4
28342,2
104497,5
98746,5
47853,1
9848,5
99234,5
141399,5
37246,5
167567,1
89693,4
149531,5
65182,5
42688,2
26533,4
8350,1
98748,4
114014,5
138339,1
114763,2
154129,2
169396,5
153181,4
34862,5
97735,2
26692,5
156688,4
105860,5
134827,2
61897,1
98381,5
120985,5
111884,5
151504,5
150396,1
134516,4
494,2
43000,2
183173,1
69274,5
57449,4
84040,5
35634,2
70410,2
33735,1
30892,1
126678,2
4104,5
31414,5
185138,5
180466,5
57753,5
705,2
7631,5
72515,2
70448,2
108481,5
130156,5
173029,5
92399,2
94574,2
132818,2
83657,5
111568,5
18892,5
42512,1
72924,4
122485,5
188354,5
1617,2
26035,5
189924,2
128182,1
5187,2
59992,5
194776,2
2473,1
156708,2
12644,2
191003,5
158640,1
126815,1
175150,4
103933,5
187247,4
48740,2
149686,2
125801,5
46991,5
131102,1
17158,2
186025,2
77067,5
162907,1
120192,5
145568,2
189157,5
18497,5
98595,2
51808,5
146849,5
180012,1
124013,5
44326,1
135065,2
43582,5
86481,5
127144,2
126008,5
99393,1
62520,5
151177,5
159770,2
140348,1
149694,5
72932,4
16940,5
197962,1
24005,5
170383,5
9369,5
118529,2
148207,5
55549,5
5499,1
172253,5
788,5
101802,2
80020,1
100580,5
168147,4
93838,1
172592,5
3933,4
12970,5
110091,2
188218,5
110290,5
4570,1
60851,1
98281,1
129771,5
59513,5
60993,1
89193,1
127288,5
108778,2
148398,2
30952,5
27957,2
185182,5
13072,4
142889,4
96464,5
5470,2
82433,2
21535,5
159142,2
86063,4
53984,5
55323,2
122277,2
19676,5
58544,5
27281,1
20317,5
134697,2
55548,5
142223,2
94885,2
14213,2
121081,2
150533,5
17763,5
10462,5
144252,4
72993,2
87553,5
6733,2
107399,1
11642,4
83010,5
99252,2
144819,2
99055,5
23129,5
353,5
24765,5
12184,4
138753,4
65251,5
36592,2
189414,5
29369,1
79913,1
52967,5
60337,5
98204,5
186063,2
174257,5
121720,2
150190,2
147669,5
16706,5
120949,2
74695,2
4457,2
14416,5
166481,5
89180,2
186110,1
151759,5
89285,2
88003,5
134601,1
148065,4
139451,2
9042,2
12088,1
37771,5
168061,2
63295,4
16994,2
136409,5
4562,5
139940,5
130767,2
3980,5
78082,4
17356,2
133014,5
171165,1
136876,2
180981,5
169773,1
58777,5
69687,5
61907,2
95151,1
118739,2
127670,5
155187,2
75764,5
174990,5
23693,1
169484,2
76803,2
190515,2
59648,4
151384,5
53604,5
137482,2
138441,5
131376,4
153060,2
113156,5
133821,4
184825,5
143192,5
167478,5
8355,2
16173,2
137176,4
172258,5
105732,2
74625,2
193870,1
104171,2
174415,5
21074,1
149305,2
78401,4
120893,5
18747,4
138259,5
79858,1
25927,2
37085,4
146943,5
108585,1
181496,5
75164,5
13571,5
11050,5
146567,5
185416,5
50364,2
68633,5
38955,5
41357,1
151819,2
94534,5
107827,2
122071,5
44394,5
136344,4
28113,4
11623,5
73177,2
72141,1
83751,2
34995,2
25542,5
32324,2
47981,1
81363,5
172255,5
164325,2
144011,4
19920,5
79006,4
111219,2
105051,2
81356,1
133661,1
174750,5
77133,2
180576,2
59757,5
69629,1
62314,5
134677,1
133711,5
196876,5
137388,4
13521,1
23333,5
5267,5
123481,5
90964,2
164461,2
117611,2
129858,1
66648,1
139736,5
98585,5
112094,5
109024,2
105706,2
15026,4
41666,1
160143,1
16191,2
183649,1
92718,2
96045,2
180033,2
170869,5
1371,5
17800,5
146047,2
72291,2
155554,2
101927,2
59749,1
196526,2
126920,2
17139,4
33541,1
150476,2
16914,5
92112,5
159398,5
148832,4
15792,2
3017,1
60612,5
180885,2
130713,2
86798,1
89084,4
85166,5
52118,2
121486,5
42895,2
185235,1
49041,2
193561,1
12692,5
90998,2
111563,4
80684,1
18024,2
11803,5
70735,2
163483,4
175416,5
18694,5
165156,4
71115,5
191151,2
50808,4
83225,5
19505,5
83110,5
166411,2
131151,5
166145,2
123213,5
89429,4
66689,5
166004,1
102620,4
105951,5
82618,2
129521,4
70058,5
26267,5
59377,5
14379,5
48724,5
81019,1
72606,5
152394,5
94953,4
152082,5
174507,5
178701,5
11283,5
124658,2
64104,5
167340,5
44814,5
78566,5
392,1
30084,2
129439,5
28825,5
101355,2
158134,5
150301,1
64754,5
73104,5
148147,5
164467,2
2753,4
68818,1
139059,5
175457,2
160501,2
150501,4
125434,5
175429,1
147595,5
142335,2
121902,2
25733,5
1190,1
61809,1
100419,1
190613,4
195714,1
163232,5
43885,5
64579,1
152031,2
170110,1
152112,5
37036,2
7070,1
77880,4
190537,5
105171,1
100001,5
112397,5
84048,5
76178,5
180331,2
133511,1
67479,5
97783,4
37728,5
36167,1
20507,4
136912,1
82478,2
55633,5
196881,1
41071,1
47028,1
39677,1
133792,2
100413,2
179726,1
84559,5
44270,2
118479,5
160814,1
78361,1
82408,5
183327,2
33565,2
43535,2
153267,5
138845,5
113116,1
139933,1
70173,1
62072,2
71913,5
51509,2
188510,5
65564,5
166523,5
117194,5
187176,2
59019,2
174466,2
181806,2
133815,2
75521,4
50436,2
32399,2
108271,5
128862,5
150905,1
160563,4
125988,1
63344,5
28150,2
9128,5
81055,5
169922,5
46122,4
127054,5
180854,5
145966,2
63220,2
35670,4
20838,5
191741,5
1686,5
15641,5
45731,5
118637,5
20088,4
14390,1
67099,2
73834,5
28211,2
82041,1
18560,5
16477,2
178923,5
27108,5
68635,1
148662,1
110054,4
116888,2
165205,2
146363,2
111316,2
60604,1
196998,5
23026,5
46697,1
139231,2
19335,5
131105,5
121024,5
6264,5
84110,5
124212,1
143606,5
147340,5
59974,1
137071,5
133265,5
131639,1
76914,5
43944,5
190228,4
48121,5
156160,2
175247,1
194062,5
139066,5
90873,5
29792,5
197919,5
48240,5
193303,2
136446,5
142647,4
99235,5
3195,5
194565,1
128782,2
105511,2
91861,2
36806,1
162836,5
79443,1
30732,1
13388,2
5687,5
65412,5
133693,2
50110,2
35043,1
140410,5
179544,2
150351,2
45191,5
7767,2
111659,5
47474,2
32931,5
31433,2
102575,2
37538,5
73681,5
47047,5
172826,5
23552,5
103186,5
29837,5
131153,5
155531,1
94057,5
194702,4
10609,2
121075,1
104844,5
14349,1
7615,2
184343,2
108848,2
76102,2
155409,2
181173,1
157028,5
182234,5
197121,5
35149,2
192323,5
108175,2
192252,5
56318,2
104300,2
45618,5
32541,2
32109,4
108017,5
46676,2
6422,5
19670,5
25977,2
48738,2
174090,1
35379,2
129828,1
40492,4
106310,4
98684,5
152124,5
57410,2
132800,2
116398,4
154495,5
32614,2
75087,5
46127,4
121684,2
20375,1
48055,4
44625,1
99921,1
33506,5
179620,1
185857,2
101103,2
10427,5
38640,4
32593,5
92838,4
24080,4
1615,2
95948,5
159640,4
121471,2
34365,2
28560,5
167079,1
38346,4
118009,5
198473,2
166808,1
49581,1
183849,5
163113,1
24071,5
66166,5
140697,5
181287,4
94467,4
62789,5
4603,5
28556,5
175967,5
99637,2
161378,1
59861,5
97209,5
38071,2
86894,5
81709,4
104605,5
14696,1
104391,5
69380,4
37158,2
52519,4
102430,4
38810,2
99509,5
9183,2
47192,5
96750,4
111985,1
40191,1
39153,5
71589,1
35813,5
132460,5
41959,2
71539,5
164125,2
123512,2
73129,2
43432,2
107448,5
92507,5
57058,4
78772,1
111144,2
159995,2
105097,2
99390,5
143190,4
15646,1
52259,2
190973,2
116740,1
31486,5
83160,5
122158,2
127175,1
24920,5
117044,2
155101,2
156759,2
23267,2
142946,2
185692,5
108571,5
29135,1
18769,1
98255,2
24737,1
107103,5
13450,4
137990,5
172557,2
16315,5
115572,5
71847,5
110799,5
93174,4
103756,5
182259,1
75239,4
14152,5
154251,5
55211,5
146534,1
69646,5
39929,1
21265,5
11950,1
161505,5
2193,4
100168,5
169025,5
38289,5
190914,1
156895,5
175969,4
63033,5
4633,2
121714,2
162261,2
187265,2
158221,5
182299,2
93667,2
153012,5
124316,5
109188,5
91709,1
95910,2
83579,5
26504,1
119168,5
46802,5
177866,1
67727,4
124644,2
1764,5
115044,5
12250,2
102111,5
175000,5
80306,2
37094,1
118393,5
131529,1
156815,5
110349,5
63871,2
119555,2
130689,4
371,2
105063,1
69434,5
138178,2
35909,1
65107,5
95523,4
124909,2
5350,2
111793,4
113961,5
9087,5
129587,1
87305,1
199071,5
43059,1
81318,5
98453,1
182312,5
28702,1
92612,5
145161,2
109173,5
122421,5
91589,2
176194,5
100914,2
153734,1
195019,1
185228,5
177911,5
141707,2
2813,4
95360,2
58067,5
141009,5
10990,5
80080,4
149163,2
147670,4
33483,2
25058,5
56459,1
184962,5
126868,2
119658,2
182428,2
198929,1
52488,2
41201,5
38646,2
139401,2
176197,5
181046,2
182422,1
37397,2
103007,5
190649,1
191807,1
169607,5
149628,5
90475,5
69093,1
80748,5
74775,2
28721,5
152992,2
189437,2
191000,4
196410,5
190457,5
143246,1
24685,5
194316,2
185924,1
17521,5
11667,4
54866,5
158665,1
26880,5
143990,5
137245,5
38599,2
76041,2
105314,5
52641,2
19584,5
140464,1
27864,5
124230,4
121700,1
129762,5
178479,1
21028,5
94821,5
148948,1
36082,4
60433,4
87103,5
58135,1
23668,2
64932,5
140683,5
65538,1
133197,5
37235,2
13548,5
150334,5
170322,2
37850,2
89790,2
7827,4
64861,4
20194,5
76305,4
20036,1
133608,2
137779,5
150984,1
195777,4
16251,4
166913,5
30190,5
103782,2
128919,5
1232,5
27553,5
83354,5
118061,5
122450,2
8408,5
43321,5
98120,5
42507,5
71310,5
126859,4
165817,5
55192,5
53539,5
169318,4
91296,5
37446,1
167019,5
102087,2
91749,5
90739,2
61799,4
73287,1
92284,2
37672,2
26905,2
58223,5
80726,2
76624,1
182733,4
137358,2
158460,2
24690,5
152970,2
151888,5
52936,5
75780,5
46079,5
66452,1
151245,2
65451,2
127666,4
162312,2
197029,2
7776,2
47599,4
44934,2
32745,5
114209,5
132135,1
98550,2
64025,2
92555,5
184732,2
73660,5
75035,5
61854,2
92920,5
145739,2
68671,2
70786,2
61535,2
44687,2
77556,5
15764,2
120790,1
166869,2
17266,5
118991,5
68351,2
44671,5
94742,5
68685,1
145133,5
35193,4
122608,5
156784,2
159859,4
157499,2
7345,5
40870,2
98259,2
157245,5
148093,5
62496,5
37941,5
44886,5
46968,2
152908,1
84404,1
101463,5
165985,5
147715,2
158356,4
24792,2
122018,1
141528,5
2625,1
14835,5
29548,5
152491,1
146373,5
188936,2
56665,5
158352,5
109495,4
66104,5
99244,2
27234,2
23065,5
71078,2
136850,5
149331,2
49371,2
186615,5
129002,5
72499,2
1063,1
197103,5
168159,2
180100,2
48148,2
147404,5
73458,5
140805,2
107477,2
79358,2
155856,5
174897,4
173353,5
132233,1
100649,2
104000,1
155467,1
47740,5
190200,4
56887,2
114963,1
177627,1
124395,5
10494,2
112878,1
150336,5
184619,1
128098,5
134275,2
169217,2
189449,5
135441,1
115513,1
163229,5
125519,5
94210,1
198090,2
132316,5
1530,1
190382,2
106490,2
131541,1
101480,5
180141,2
170805,1
138417,2
128598,1
2367,1
55674,5
125442,5
181015,5
129559,5
105297,2
119633,1
25630,5
121013,5
99283,5
92501,2
32153,2
151225,2
176738,1
180831,2
54212,5
90370,5
67326,5
186054,5
29862,2
73095,1
117286,2
95960,2
55034,2
45187,1
140616,2
156717,5
191551,2
121363,5
183049,2
8652,1
193234,1
64761,5
125517,5
191635,5
169503,5
161215,5
116517,2
38915,2
132973,1
11791,5
184324,1
115526,1
103255,5
91806,2
132577,1
147482,5
146637,2
16329,5
53695,1
142947,5
120431,1
128515,5
83408,2
146650,2
61499,2
122930,5
188370,5
106021,2
167107,5
113338,5
4673,2
114689,1
127507,4
152320,2
112113,2
121677,5
32355,2
123815,4
84320,2
174463,5
146384,2
1846,2
161909,4
18233,5
33287,1
141582,2
104126,1
84134,2
40181,5
27967,4
43396,1
93695,1
143351,2
106775,2
20870,5
130157,5
143227,5
163868,4
65592,4
2049,1
2126,5
197792,5
123311,1
192089,1
194058,5
104146,2
95647,2
99810,2
110513,2
33571,2
86390,1
116282,5
73987,2
173613,5
35204,1
103549,4
18177,1
27221,1
43475,5
193588,5
120498,5
73822,5
173947,5
102685,2
65682,2
89587,5
174589,2
54052,5
77496,5
150963,2
111805,4
15446,2
33402,2
45319,5
168526,2
28173,2
150605,5
25755,5
5021,4
16188,2
126992,5
51353,2
2005,5
58410,5
191685,5
32981,2
153341,1
98957,4
156550,5
53813,4
93151,4
15711,2
40432,2
78513,5
91817,5
181436,1
77971,1
112700,2
185896,1
84683,5
103858,5
178751,5
56101,2
124913,5
192860,2
77361,2
135731,2
96118,5
57295,1
174270,4
165187,1
197777,5
21283,1
47220,5
114804,1
65777,2
20318,5
120593,4
158128,5
156344,1
22446,2
58515,5
157901,2
139121,2
197991,4
65800,1
103180,4
101574,5
124158,5
55092,5
89799,1
131917,2
190236,1
56664,5
60257,1
134488,2
88245,5
148324,1
137201,5
23107,5
93409,5
48970,2
143060,5
188994,5
133568,2
13145,2
77825,5
9450,5
1081,2
149539,2
193795,5
76862,5
6487,1
38872,2
14297,2
157196,4
31468,5
130181,5
181766,5
117835,1
139590,1
32880,4
1585,2
145981,2
37975,2
134120,2
45627,2
191149,4
155758,5
17101,2
81226,5
48007,2
101785,5
40591,2
57332,2
177785,1
84416,5
7683,5
164542,1
5712,2
100760,4
82708,1
44179,2
86065,5
36618,1
102248,2
6468,1
100731,4
25812,5
92390,2
55469,2
9615,5
98091,5
113582,5
161937,2
95306,4
139392,1
123068,5
24840,1
65279,2
161314,5
69360,4
62413,2
191808,5
160797,2
127883,2
189495,4
147987,1
17753,5
12655,2
109210,2
159513,2
44906,5
175841,5
22548,5
10703,5
7301,5
42341,5
83697,2
12738,2
13161,1
126040,5
76747,1
47485,5
54642,5
149132,4
173303,2
94455,1
103578,5
48907,5
80789,5
154670,1
54072,5
195285,2
120179,2
17912,5
59669,5
24427,5
154522,1
140791,5
1894,2
29173,4
153169,2
119821,5
163465,5
190150,4
145649,5
154295,5
125132,5
14700,2
174682,5
93195,5
190092,2
112370,1
118515,2
135901,1
101044,1
3,2
79538,2
56422,2
27258,5
27174,5
34495,5
7509,1
144226,4
166754,4
65420,2
52119,2
192884,5
91307,5
22264,5
138628,2
134732,5
157831,5
40618,1
31246,5
142357,5
37404,5
4043,2
27730,5
7805,5
108465,1
96869,4
182843,2
167665,5
98939,5
75180,1
64919,4
52822,2
7415,5
86849,2
132893,5
172602,1
161449,5
197493,1
75406,2
104476,2
61031,5
137458,2
49325,1
59705,1
133835,5
167265,2
193380,1
78375,2
187421,5
5371,5
161261,5
112743,5
164863,2
50667,1
109796,5
89746,5
187657,1
132874,2
69448,1
141649,1
130679,4
191722,5
42409,5
18258,5
69634,5
179059,5
157554,5
180279,2
27170,5
102862,2
109613,2
89954,2
51169,2
101234,5
48325,5
87759,5
77358,4
164608,2
67317,2
96693,4
78396,5
141930,5
52258,1
132549,5
194446,2
149738,2
74409,1
13184,5
66072,1
147000,2
15589,5
197358,5
6655,4
15444,2
50871,5
197845,1
115101,2
178766,1
166383,1
134039,4
108800,1
40145,1
137272,2
77499,5
152570,5
3002,2
192085,2
61581,5
163696,4
15820,1
102829,4
30301,2
160476,2
181694,5
183731,5
103797,5
21497,2
50842,5
198342,4
70464,5
129459,5
58485,2
152539,5
42457,4
141727,5
168783,4
191700,4
93097,4
181438,5
152084,4
62826,4
47796,2
35563,5
92999,5
9430,5
167908,1
63816,5
36723,2
99834,2
92579,5
106592,2
174314,5
166950,5
152808,5
174068,2
178833,2
163849,5
11458,5
70040,5
168861,2
53891,5
72650,5
51247,5
151495,2
135767,5
187344,2
84289,5
131837,5
152446,4
6591,2
90579,2
139918,2
179089,1
132320,2
176000,2
193863,1
194475,5
12427,5
18738,2
116766,5
6903,2
83901,1
25941,5
6080,4
167370,5
152458,1
167473,2
26954,5
75315,2
47179,1
15118,5
109533,5
159286,2
42670,2
138906,2
98883,1
68884,1
111069,5
155916,2
17401,5
26366,4
147223,2
144540,2
73969,5
191713,5
3092,2
177112,1
75285,5
104857,1
101169,2
36247,1
89572,4
9997,4
86936,5
90161,2
180202,5
104749,1
188666,1
2638,5
140592,1
15845,2
182917,1
133634,4
47468,5
1470,1
28159,1
35466,5
183057,5
165319,1
171065,1
162993,1
46362,2
138763,5
164132,1
172899,5
95874,1
67244,5
32173,2
39289,5
144294,2
25510,1
120044,4
25883,4
145313,1
79454,2
9141,5
122114,2
66405,2
130036,2
129011,1
57153,5
127740,5
87813,1
169560,5
81110,2
90159,5
118884,2
71921,2
156657,4
81123,2
50745,2
111842,2
146577,4
91335,5
114769,1
112032,2
47921,1
191173,4
136988,2
114987,1
141067,2
49514,2
91394,5
114326,2
123028,1
129565,5
94494,5
185128,5
62811,5
195388,1
92974,2
31816,5
77939,1
51166,5
92829,1
198844,2
156818,2
130175,5
187531,5
554,2
51681,5
134935,5
198212,2
161166,1
67760,1
6924,5
160766,5
122031,2
125685,5
166046,2
74095,2
124019,2
101783,5
19985,2
186173,5
110164,5
173789,1
117064,5
159453,5
38243,5
138292,5
95456,2
26563,5
187472,5
22367,5
109235,5
113919,4
66341,2
34687,5
88662,1
41252,2
111384,2
70393,2
42892,1
20374,5
59460,2
29063,2
48143,2
125983,1
77280,2
56722,1
146521,2
167690,1
189351,2
52939,1
194873,5
108901,2
79324,1
45572,2
50659,2
60955,2
149257,2
190926,1
137625,1
172829,5
87817,1
141589,2
125861,5
14053,1
177933,5
86341,2
14763,5
152146,2
39792,1
122169,1
125897,5
107439,2
161309,4
195384,1
151766,5
116047,5
39294,2
196770,1
51404,2
164107,1
147934,5
108895,5
127024,2
21953,2
154784,5
30019,5
48851,2
90509,5
110413,2
15987,5
98201,2
94369,5
74027,2
56059,5
95427,5
182631,5
87445,2
48075,1
68979,5
71139,5
151554,2
101686,5
135793,2
109795,2
131935,5
75456,5
87308,1
72526,1
9381,2
23212,4
192503,5
41646,4
185170,5
59616,5
74914,2
135002,2
44265,4
182378,1
153332,1
127906,1
91704,5
104449,5
20757,5
97323,1
58827,5
165446,1
116760,5
16526,5
3622,4
186927,2
149830,5
102988,1
18439,1
56473,2
115138,5
145682,5
134252,1
7716,2
92128,5
153610,5
130942,5
41196,5
196689,5
14149,4
7462,2
121157,2
57784,1
61277,5
146129,5
102176,4
178993,1
37415,1
16603,2
148081,4
94864,1
186737,5
31452,5
47055,1
170660,5
192650,5
156068,1
39091,5
49686,5
10764,5
78545,5
159390,2
178834,5
193768,2
156196,2
100903,5
191365,1
70636,1
38820,1
35851,4
4273,2
12660,2
187545,2
56563,1
147640,5
33967,2
123348,5
97531,5
121128,5
178033,4
156201,2
152766,2
11067,5
150359,2
51800,4
151094,2
113823,5
182806,5
22960,4
68051,2
167758,4
106763,2
35279,2
72151,5
71960,1
8696,5
143619,5
160560,5
83092,2
150684,5
139229,2
124048,5
143320,2
4872,5
131005,2
47233,5
10416,5
183210,1
125682,2
23923,2
190194,4
187983,2
101876,2
173180,5
41054,2
22459,2
124663,4
12259,2
111081,5
27019,5
112311,2
75932,5
159071,5
160949,4
154320,2
91520,5
6790,5
64583,5
126287,1
17234,1
95083,5
18456,5
9058,1
90164,2
158836,1
167101,2
136783,1
92665,5
67633,1
31767,5
14298,2
27759,1
12514,4
6258,1
52808,5
145316,5
118444,5
181257,4
15543,4
57328,5
167458,5
123927,1
94795,2
152437,5
143910,5
8213,1
64634,5
124217,1
32428,2
150338,5
15913,2
156914,5
82331,2
111507,1
32706,5
16588,1
89699,2
121167,5
18611,2
138901,5
18229,1
96168,2
186273,1
116125,5
83477,2
61688,5
133246,5
19838,2
91621,5
170453,2
55024,5
78158,1
139598,2
71830,4
43084,5
71350,2
118796,5
64755,4
3144,2
11656,4
2081,5
93028,2
158066,5
135871,4
47728,5
94472,1
38303,4
23345,1
105875,5
198427,1
44275,1
144256,5
117885,5
25286,2
178412,5
191009,1
136367,2
45012,5
64330,5
132920,1
182862,5
168490,4
115984,5
68702,4
111183,5
185989,1
7138,2
135987,2
84702,4
12570,1
149452,4
163120,2
78554,1
36862,5
130949,1
91014,5
175508,5
33651,4
101947,2
103407,5
67737,2
99314,2
27401,2
22745,1
44303,4
133848,5
179958,5
162171,1
1967,1
119794,4
139379,5
158030,5
171959,5
101749,2
30075,5
9321,5
148651,2
180534,2
574,5
31725,5
143016,2
37369,1
105226,1
47218,2
188600,1
116728,5
98677,1
86123,2
55693,2
98974,5
13252,4
16551,4
47616,5
142067,2
70007,2
121160,5
12628,2
25849,2
135860,5
62687,2
30841,5
165673,5
189640,2
185680,5
168401,2
96810,2
131599,2
183242,5
33974,2
139270,1
18620,2
64397,1
24560,2
41520,5
88032,5
156479,5
79458,5
120092,5
143183,5
51828,4
136428,5
52114,2
150664,2
122553,5
7498,5
87697,5
185724,1
67961,2
85492,5
77665,2
170912,2
58309,5
183971,2
100943,1
171342,2
115566,1
117537,2
168135,5
107956,2
98140,2
189582,1
13365,4
34684,5
155413,5
167971,5
30419,1
18630,2
121670,2
102001,1
72632,2
67212,2
167891,1
62554,1
85713,5
62613,4
169813,4
152120,5
66094,2
26140,5
29048,5
6060,5
18071,2
131634,1
136586,5
196273,5
115016,5
186212,2
181971,1
185603,1
73304,2
126484,5
12840,1
97720,5
84161,2
66657,5
116042,1
110910,5
87523,2
132797,2
12663,2
69612,5
136908,5
135216,5
152823,5
175544,5
127626,2
16320,5
15093,1
4475,1
134636,2
65779,4
76875,1
98770,5
21184,5
2768,2
51971,2
174586,5
92037,5
87488,2
181753,2
108420,5
126462,5
156926,1
131640,5
130982,5
189392,1
77151,2
101253,1
17476,5
25192,5
172787,2
17994,2
123350,5
41127,2
137949,1
165957,1
185491,5
87002,5
30213,2
39643,1
42525,2
184493,1
37561,1
118255,2
63521,4
28043,5
65257,2
122827,5
34269,5
106724,2
105748,5
31008,1
166968,5
27327,1
59503,2
36086,1
123908,5
68246,5
65662,5
8206,1
55795,1
143909,5
61658,1
150119,1
65920,2
184299,5
34791,5
27823,5
141011,2
187729,4
181483,5
110484,5
94902,1
19445,2
88797,1
92776,5
137158,2
111041,2
160775,5
73462,5
155314,5
133124,2
178383,5
140403,1
146919,2
141899,1
25069,2
34614,2
45521,2
2227,2
155797,2
15605,4
40268,2
8327,2
4300,5
1925,1
193617,5
191816,5
129414,2
174147,4
157016,5
196778,5
122743,5
134772,4
105417,1
68274,2
58196,2
186806,2
160123,1
195651,1
139647,2
175332,2
96709,1
100438,2
108363,1
155281,2
182861,2
111488,5
196311,2
41029,4
153130,5
176597,5
186892,2
60411,5
41670,2
48267,2
172606,5
117078,2
71731,1
102986,5
16932,5
20239,2
2551,1
180906,2
156588,2
160573,4
39562,2
72843,2
76260,5
77463,4
140621,1
136856,2
56085,5
128140,2
90924,5
140931,5
19721,4
78114,5
94101,5
93690,5
168044,1
126443,5
138555,5
70130,2
47453,1
190870,4
160209,2
89079,2
168463,5
156091,2
196789,1
32595,5
131818,2
72538,2
179411,2
91039,5
123555,2
82387,2
162353,2
7624,5
147915,1
138825,5
192649,2
99198,2
78751,2
55073,2
11937,2
12756,2
89123,2
162673,5
150622,5
56160,5
67994,5
31998,5
171957,5
163438,2
22728,5
156462,5
150955,5
33072,1
47880,1
108437,5
59595,2
192637,2
73864,2
199099,4
1579,2
107428,5
180303,4
37313,2
79698,1
69299,5
95496,5
150728,2
70655,2
126319,4
162722,5
63233,1
120656,5
54028,4
137734,4
165744,4
45907,1
31156,5
132864,1
44495,1
44947,2
51824,2
174082,5
70620,1
170253,5
13347,2
1805,5
50390,5
79563,1
101322,5
98968,2
186567,2
127856,1
131941,2
58733,2
24894,1
196494,5
116984,5
15585,5
26966,5
64289,2
117621,5
160747,5
80078,5
72327,1
68318,5
72536,5
138567,5
37765,4
146646,5
177619,2
34962,1
62162,1
87296,5
177663,5
4967,2
58091,1
108470,5
164623,5
69210,4
161860,1
5317,1
129921,1
8597,2
178591,2
126170,5
94734,5
133504,1
196302,2
46719,5
84021,1
194699,5
95938,2
38948,1
163959,2
107992,5
85578,5
48511,5
73735,2
62262,2
139273,2
169651,5
77933,5
15549,5
32939,2
151299,4
25108,2
148011,4
163114,2
142694,2
17063,1
178921,2
9341,2
169578,2
93796,5
83061,5
43894,5
44076,1
15812,1
168346,1
22388,2
194943,4
95762,5
64382,5
148691,5
177378,5
82382,2
8655,5
101385,5
65296,2
44030,5
62689,2
155182,2
170400,5
38693,2
33007,2
100541,5
35415,1
87159,1
83020,5
90354,2
86858,2
58097,5
23343,1
110141,2
110237,2
195893,5
16344,1
18418,5
166644,5
42853,2
46215,5
38050,5
90218,2
72984,5
31102,1
137315,2
47657,5
175868,5
58191,5
34550,1
138852,2
25470,5
32619,5
25982,5
58721,4
153722,2
28372,1
132149,2
144947,2
100459,5
189291,2
105106,2
185645,1
12589,5
69751,5
166607,4
125023,4
146883,1
111880,2
166300,5
