,label
163037,1
131964,0
157307,1
197486,1
126841,0
114855,1
182264,0
9592,0
163208,1
128871,1
156116,1
52506,0
116569,1
66578,1
64434,0
183690,1
175001,1
9690,1
150484,1
97064,0
54471,1
155863,1
117111,1
72627,0
141665,1
10068,0
131354,1
173452,0
197342,0
49542,0
185080,1
37249,0
68331,1
50161,1
24335,1
167522,1
192122,0
31217,1
20634,1
35619,0
72824,1
105965,0
11121,0
175321,0
137692,1
132729,1
122412,0
48254,0
147789,1
45138,0
148173,1
107960,0
166426,1
173733,0
140544,0
27163,0
197436,0
41242,1
172176,1
100297,0
46536,1
64438,1
112499,0
154485,1
134745,1
15353,1
107638,1
113598,1
199073,0
38404,1
75389,0
87001,1
32518,0
22163,1
73013,1
142405,1
88571,0
102457,0
84890,1
39709,1
178788,0
169415,0
38063,1
195725,0
81372,0
8883,0
165203,1
70648,1
118083,0
61385,1
72149,1
76426,1
120446,1
180280,1
15837,1
139318,0
32901,1
53699,0
152119,0
87144,1
153968,0
68965,1
178299,1
128332,1
175554,1
24064,0
79074,1
176173,0
128431,0
50121,1
97217,1
113059,1
125674,0
149328,0
155148,0
142621,0
98900,1
19769,0
116132,1
64713,0
91044,1
69319,1
183637,1
166676,0
89075,0
130781,1
67143,0
8825,1
135111,0
9822,1
171499,1
32847,0
156270,0
20073,1
58102,0
153469,1
167224,1
190959,1
25517,1
178486,1
160178,0
115493,1
115395,1
80623,0
183741,1
616,0
22678,1
77317,1
70188,1
62906,1
131496,0
167788,1
104214,1
196734,1
37005,1
185012,0
125882,0
16735,0
144423,1
176248,0
17498,1
37511,1
85569,1
159808,1
188659,1
158321,0
144827,0
41633,1
123407,0
172449,0
155468,0
178456,1
156187,0
49549,0
48005,0
119650,0
198510,0
194324,1
139789,0
113592,0
27997,1
191593,1
142936,1
99465,0
61942,0
187706,1
105649,1
89097,0
21310,0
153345,0
125817,0
155443,1
35127,1
123668,0
182075,0
18957,0
38551,1
145805,1
103384,0
35354,1
38746,0
52541,0
133740,0
113088,0
198953,1
71398,0
19075,0
158198,0
64840,1
71961,0
79184,0
105913,1
114611,0
111118,0
174225,1
175278,0
53796,1
124055,0
161584,0
162988,1
144545,1
167968,1
40698,0
3611,1
117848,1
39876,0
149327,0
197977,1
13791,1
55191,1
181032,1
90676,0
99326,0
102310,1
167540,0
124897,1
90341,0
183721,0
118251,0
54777,1
156665,1
131645,0
17555,1
61914,0
79343,1
47620,1
18803,0
54010,1
85172,0
79293,0
126595,1
58528,1
151412,1
151583,1
91710,1
126545,1
46756,1
9184,1
181856,0
56923,1
28430,0
155349,1
108239,0
92400,0
130139,1
135185,0
77477,1
81620,0
120837,1
42020,0
8761,1
12670,0
109189,1
29488,0
64375,0
11907,0
25832,0
105984,0
177130,0
79568,0
50019,0
89171,1
144459,1
38717,0
40815,0
27901,0
39824,1
104405,0
177586,1
98805,0
104845,1
114170,0
178997,0
55005,0
104051,0
149214,1
21292,0
129177,0
97087,1
57855,1
71625,0
29477,1
30227,1
111999,1
109681,1
124587,0
78907,0
48518,0
92421,1
31625,1
173280,0
18523,1
81692,0
94550,1
90854,0
117559,1
165557,1
12581,0
195509,0
197344,0
64853,0
38164,1
50838,0
181076,1
87281,1
48793,0
189889,1
151157,0
87201,0
169444,0
30149,0
185360,1
40028,0
84237,0
167902,1
124543,1
15467,0
128026,1
241,1
71518,0
49515,1
195251,1
106019,0
59202,0
11199,0
77510,0
14236,0
47910,1
64143,0
9778,1
10954,0
149396,0
123148,1
122034,1
161531,0
166142,1
158113,1
103593,1
33863,0
12097,1
59392,1
157776,0
197664,0
79451,1
198883,1
63093,0
50078,1
57261,1
97784,1
196794,1
121180,1
21016,0
122045,0
115950,1
120089,0
27112,1
75318,0
197076,1
188192,1
67851,0
191284,0
90127,0
186175,0
106117,0
189126,1
3528,0
174949,0
133358,1
133171,1
36840,1
173327,1
136309,1
115563,1
178388,1
21295,0
77132,1
196030,0
31841,0
6910,0
111159,0
124933,0
147504,0
125483,1
25661,1
43773,0
48952,1
115080,0
177401,1
161560,0
145071,0
108038,1
51000,0
47375,0
145756,1
10251,1
83135,0
190625,0
181763,0
20434,1
43654,0
36601,0
117915,1
5460,1
135529,0
2453,0
42925,1
187134,1
41284,0
154669,1
60746,1
42064,0
125013,1
29099,1
133464,0
121880,1
4047,0
105066,1
193072,0
177339,1
84149,0
155202,0
160935,0
33140,1
92333,1
163544,0
172687,1
101508,0
96255,0
14146,1
27288,0
175093,0
56268,0
198961,1
81422,0
130424,0
17959,1
142362,1
196839,0
39652,0
85156,1
129601,1
123833,1
167010,0
165815,0
87938,1
101819,1
177308,1
90009,1
195950,0
15408,0
161006,0
152698,0
155836,0
54699,0
186217,0
126848,0
171122,0
143088,0
22494,1
4397,0
46413,0
116235,0
53014,0
21514,0
123387,1
13088,0
31652,0
62717,0
128578,1
128351,1
169309,0
35070,0
137600,1
25896,1
123067,0
99388,0
123011,1
156747,1
33304,0
170119,0
17128,0
61198,0
69054,1
66285,1
20698,0
196551,1
120745,1
117817,1
54388,1
92362,0
74375,1
35984,0
183177,1
175350,0
24775,1
18996,1
20462,0
86492,1
134542,1
190546,1
54584,0
52144,0
147363,0
23465,0
16808,0
21644,0
183528,1
18496,1
7567,0
51238,0
18920,1
103282,0
134330,0
38869,0
164603,0
79984,1
316,1
46878,0
50370,0
154271,0
43478,0
13584,1
151873,0
57582,0
49328,1
103379,1
51645,1
41418,1
8244,0
181664,1
179968,1
178981,0
7282,0
128840,1
82958,0
83370,0
61616,0
193214,1
37964,0
110106,0
128944,0
126603,0
198678,1
160868,1
40613,1
104822,1
183408,1
194191,0
46824,1
91082,1
44062,1
27198,0
17151,0
180549,1
194512,0
61604,1
39604,1
28950,0
107953,1
66278,1
132748,1
74777,0
34212,0
90983,0
135138,1
1425,0
135609,1
144191,1
40686,0
65962,1
133442,1
193000,0
198627,0
191739,0
45615,1
192972,1
86412,0
83900,0
131896,0
46456,1
24581,0
194993,1
187951,1
39644,0
51732,1
167781,1
116437,1
173972,1
135438,0
122706,0
52785,1
41770,1
56303,1
156191,0
88514,1
24314,0
57313,1
16869,1
97721,0
153146,1
6330,1
53523,0
81840,1
188384,1
86516,1
78992,0
194574,0
72788,0
157326,0
110385,0
189462,1
18330,0
37072,0
40612,1
186131,0
88952,0
155021,0
42461,0
5326,0
4288,1
12679,0
3876,0
150173,1
155299,1
5244,0
83989,1
143261,1
67075,1
80719,0
160000,1
147502,0
185125,0
144329,1
27421,0
133539,1
186109,0
37218,0
159467,1
108845,1
65214,0
121924,0
120342,1
174015,1
137689,1
30960,1
64229,0
109422,1
89601,1
11568,0
53020,1
75333,0
35710,1
126936,0
58954,0
58031,1
90305,0
14733,0
133303,0
64178,1
32226,0
46006,0
61764,0
111801,0
15031,0
41315,1
27442,0
1687,0
122620,1
54670,1
154263,1
101083,0
4852,1
168666,0
69090,0
25138,1
122709,1
196283,1
111386,0
30794,0
12730,0
83627,0
191022,0
120518,0
138641,0
17388,0
11769,1
195146,1
87592,1
15191,0
13116,1
95857,1
106902,1
108312,1
106830,1
138515,0
187701,1
47965,0
51685,0
91429,1
91662,0
26317,0
69748,1
63764,1
58550,1
33210,1
98424,0
7741,0
195169,1
130521,1
90510,1
192607,0
110827,1
133121,0
153184,0
146179,0
132494,1
167103,0
90653,0
183426,0
158643,0
86266,0
122377,1
175958,1
109482,1
114949,0
151602,0
189827,1
83684,0
152368,0
96330,1
111565,0
2987,1
177472,0
19526,1
65940,1
119884,0
99724,1
53083,0
152289,1
8711,1
185063,1
13324,0
128052,1
95664,1
39958,0
111443,0
34053,0
50870,1
97958,0
133596,0
82470,1
36239,0
173224,1
84390,1
71814,0
103970,1
52165,1
5577,0
30998,1
89388,1
196830,1
39819,1
149370,1
28397,0
115782,0
121759,1
223,1
183515,1
48594,1
59166,1
31247,1
127941,0
44261,0
93614,1
141377,0
166445,0
151191,1
60176,0
81510,1
176835,1
141095,1
96832,1
81305,1
17620,1
59242,1
15637,1
77965,0
5408,1
140855,0
85863,0
129851,1
65630,0
13688,0
91660,0
62394,0
139950,1
178263,0
129477,1
90280,0
193231,1
66014,1
70918,1
72399,1
44371,0
169276,0
128609,1
149034,0
48350,1
157108,1
46817,1
72018,0
148273,0
113352,0
121655,1
83234,1
102870,1
113371,1
88723,1
198481,0
148573,0
164497,1
109397,1
159224,1
16390,0
107822,1
60831,0
171578,1
50707,1
35447,1
45158,1
168742,1
196444,1
68479,1
73316,0
108466,0
81186,1
69873,1
64773,0
74587,0
3305,0
71988,1
155063,1
27500,1
73052,0
48778,1
20834,0
37050,1
27697,0
156032,0
98897,0
67582,1
89668,0
9374,0
187103,1
160295,0
111475,0
198957,1
6082,0
178553,1
10333,1
47345,0
162498,1
83326,1
92714,0
76895,1
33695,1
6992,0
66623,1
48376,1
18185,1
74954,1
164063,1
12107,1
144751,1
116478,1
139509,0
71537,1
160655,0
61174,1
161958,1
69329,1
14773,0
117867,0
3909,1
26203,1
150697,1
56642,0
177080,1
199140,1
169900,0
104211,0
126496,1
141626,1
107845,0
198175,1
162747,0
82928,0
143505,1
90364,0
197170,1
196007,1
133078,1
5495,0
186684,1
54409,0
146855,0
88529,0
41978,0
23188,0
111780,1
142318,1
50396,0
124889,0
152643,1
163238,0
152305,0
175571,0
41524,0
134828,0
140849,0
111040,1
66309,0
90969,1
181352,1
65432,1
56207,0
26934,1
172547,0
141880,0
159578,0
77852,1
148616,0
96043,0
169656,1
139484,1
9594,0
2257,1
191895,1
68585,1
42684,1
91143,1
83922,1
7445,1
112279,0
83882,1
81551,1
177569,0
100017,0
148038,1
147191,1
139351,1
194521,0
195334,1
150430,1
109183,1
86201,1
197337,1
170785,0
131448,0
110673,0
91355,0
60556,0
63372,0
42514,1
30315,1
178520,0
194572,1
146563,0
19874,1
59397,1
8812,1
49343,1
90629,1
129610,0
8692,0
116346,1
89828,1
178625,1
118495,0
60247,0
39525,1
29856,0
109506,1
140028,1
173108,1
108254,0
70522,1
141131,0
159471,1
21055,0
120482,0
153694,0
152801,1
22749,1
59219,1
9244,1
77490,1
132680,0
173347,1
101798,0
56155,0
163731,0
58574,0
63252,1
145998,0
183966,1
12952,1
99456,1
141882,1
134486,1
119515,1
151763,0
97621,1
80776,0
167670,0
182308,0
123336,0
187698,1
27621,1
139633,0
175242,0
120998,1
130585,0
88016,1
174221,0
6350,0
70638,1
116501,1
62799,0
147923,1
144346,0
160236,0
35836,0
153538,1
136839,0
81969,1
60987,0
73393,0
95997,0
176188,1
118048,1
38605,1
71129,1
109581,0
135832,0
179037,0
104192,1
89404,1
156118,1
44817,0
130874,1
37185,0
140926,0
166888,1
16230,0
137207,0
90394,0
163143,1
153106,0
89492,0
5525,0
188620,0
176937,1
63314,0
114626,0
74967,0
160022,1
193218,1
139777,1
33525,0
179338,0
51043,1
91471,1
23040,0
147333,1
85512,1
63394,1
171026,1
160816,0
149410,1
13452,1
104972,0
68989,1
2366,1
53801,1
19784,0
128108,0
44876,1
23362,0
160764,0
10500,0
171233,1
89743,0
62873,0
40003,1
130830,1
159498,0
130799,0
170381,1
35097,0
182652,1
131562,1
119758,1
119961,1
18854,0
184803,0
37983,0
107402,0
6747,1
71523,0
164633,0
118561,0
18,1
186778,1
126830,0
103732,1
68269,0
65209,0
125858,1
168198,1
53838,0
83347,1
173242,0
48042,0
3736,1
119575,1
155406,1
179246,1
57479,1
83662,0
105431,0
163177,0
67498,1
23687,1
149965,0
13488,0
92270,0
64475,0
106620,0
132851,0
86652,0
129349,1
4327,1
91424,0
141401,1
198139,0
183102,1
58164,0
124517,1
111082,0
11886,1
8894,1
127809,1
155825,0
38968,1
33501,1
147907,0
182907,1
110803,0
155646,1
185002,1
12554,1
124743,1
66079,0
43161,0
142585,0
118645,1
13776,0
112915,0
121824,0
81520,1
188237,1
24440,1
110634,0
193183,1
16462,1
107978,0
195144,1
137637,0
173887,0
113387,0
105140,1
128343,0
159288,1
12135,1
114565,0
127329,0
102378,1
136100,1
123538,1
87116,1
75146,0
81602,1
168478,1
72067,0
4232,0
48894,1
198099,1
91879,0
106757,1
134984,1
147332,1
13593,1
53317,1
168066,0
129704,0
9751,0
9818,1
75077,1
33204,0
132953,0
57039,0
144169,1
196822,0
183495,1
35249,0
184605,0
128216,1
57900,1
88103,0
37674,0
882,1
54758,0
48079,0
132826,1
107864,1
75171,0
164635,0
114067,0
192851,0
194920,0
10226,1
110561,1
192424,0
108544,0
96141,1
76990,0
29898,0
116692,1
180599,0
63942,1
105866,1
58148,1
83037,1
155619,0
8695,1
169270,0
129973,1
81965,1
87835,1
196852,1
121707,1
16716,0
130030,1
176534,0
54620,1
190094,0
34179,1
142521,1
194525,0
27294,0
116623,1
65408,0
108695,0
108469,1
137664,1
126535,1
195782,1
149122,1
175846,1
139336,1
38005,1
101184,1
126963,0
148862,0
142352,0
146127,0
12766,1
55309,0
168616,0
42168,1
13023,1
78322,1
59695,1
141152,1
34519,0
115275,0
48395,1
161493,0
67136,0
49353,0
63226,0
105269,1
36105,0
114202,1
79752,0
11574,0
133010,1
63503,1
83258,0
67876,1
17016,1
108000,1
19258,1
116648,0
77056,0
185787,0
195604,1
47355,1
38242,1
140809,1
81006,1
188970,1
65389,0
31342,0
99203,1
2964,0
162194,0
142640,0
20394,0
266,1
126261,1
87212,1
12847,0
143182,0
144806,0
119780,0
76437,1
166833,0
53583,1
129091,1
5910,0
168132,0
182719,1
88094,1
21325,0
79926,0
49072,0
84749,0
183368,1
28086,0
51999,0
148944,1
60734,0
194547,1
78344,0
110090,1
186583,1
78407,0
31869,1
8134,1
183384,0
169196,1
79501,1
130902,1
146907,1
109660,0
136088,1
187841,0
162130,0
126206,0
186825,1
65531,0
50979,1
79022,0
101794,1
86957,0
66767,1
55022,0
64732,0
3508,0
72743,1
49505,0
149424,1
40742,1
4907,1
194668,0
105838,1
97860,0
51296,0
105936,1
159864,1
67977,1
192812,0
71445,0
190242,1
122801,0
99158,1
192331,1
35445,0
156646,0
114773,1
85220,1
20741,1
66562,0
116280,0
78210,0
62859,0
188103,0
131335,1
51360,0
24109,1
186373,1
45034,0
69020,0
114608,0
24137,1
170153,0
75860,0
163768,0
114353,1
84784,1
84116,0
165880,1
125152,1
56439,1
68282,0
67697,1
118349,1
138854,0
99870,1
36056,1
34866,0
58507,0
160970,0
20830,0
143390,1
108233,0
2578,0
63805,0
29320,1
192525,1
106549,0
120015,1
52972,1
53961,1
7521,1
172207,1
100227,1
55803,1
51337,1
19488,1
30604,1
47962,1
166633,1
185876,1
94425,0
157146,1
142573,1
32658,0
116773,1
166718,0
187994,1
31131,0
94590,1
64771,0
151409,1
19014,0
117451,1
169452,1
83482,0
136731,0
145678,0
144990,0
24722,1
119150,1
104896,0
129948,1
137466,1
34006,1
93124,1
96905,1
171800,0
74337,0
58089,0
85986,0
102132,0
45376,1
165790,0
74883,0
133928,0
198615,0
8626,1
44668,1
97386,0
52477,1
45936,1
129190,0
105275,0
193001,0
5882,0
175455,0
140977,0
160070,0
115660,0
134477,0
128374,0
118543,0
34600,1
82883,0
131035,0
4488,1
139253,0
96635,0
165477,1
61633,1
96927,1
150007,1
61054,1
105486,0
1819,1
128865,1
167722,1
24828,1
19043,0
97210,1
92529,1
114678,1
53959,0
34369,0
67927,1
147409,1
164268,1
91728,0
57888,0
29705,0
197485,0
158997,1
5744,1
23401,1
97939,0
50000,1
72055,0
185882,0
52300,0
165051,0
62528,0
175022,0
113426,0
168094,1
62887,0
39957,1
149097,0
70607,1
79234,1
75008,0
55149,1
138240,0
20692,1
54169,1
91198,1
27575,1
100689,1
121952,0
161684,1
49347,0
117024,1
21201,1
72203,0
184347,1
12996,1
73354,1
187262,1
166348,0
136902,1
61991,0
33337,1
48080,1
40669,0
71737,0
146983,1
21740,0
28920,0
180880,1
16683,0
163220,1
58167,1
159036,1
77249,1
19653,0
144020,0
129645,1
119358,1
172125,0
86572,0
57867,1
62877,1
166651,1
30762,1
65503,0
127542,0
88731,1
4950,1
182498,0
166915,0
31870,1
137022,0
119501,1
165522,0
117983,1
22378,1
18136,0
5957,0
152768,0
114419,0
184053,0
12573,1
111754,1
196548,0
153048,1
33635,0
17054,1
158982,0
167189,0
42456,1
61736,0
104075,1
133027,0
153338,1
20397,1
142701,1
10498,1
172607,0
182844,0
198949,0
123337,1
39471,0
92724,0
38053,1
33584,1
147829,1
114656,0
127822,1
5264,1
167115,0
1241,1
12203,1
94110,1
90649,1
155684,0
191216,1
164375,1
161067,0
196475,1
116406,1
102879,0
34547,1
42286,0
196782,1
174160,0
192909,1
98012,1
103270,0
159249,1
48872,1
77298,0
126973,0
41248,1
109224,1
76859,1
195737,0
110537,1
129604,1
35629,1
7110,1
31096,1
112655,1
81294,1
26912,1
170274,1
112394,0
71777,0
144939,1
163961,1
15461,1
104927,1
1743,1
56043,0
173999,0
17428,1
180931,1
70776,1
180246,0
169040,0
87342,0
88458,0
43918,1
117359,0
141777,0
32096,0
97310,0
104777,0
191507,0
139757,0
101003,0
136435,0
173746,0
192494,0
605,0
184990,0
99065,1
70290,0
191469,0
136742,0
22038,1
123647,1
160844,0
162201,0
15334,1
142560,0
184561,0
11783,1
184656,0
24148,1
119327,0
158647,0
44026,0
147301,1
160369,0
99856,1
104346,1
70734,0
187468,1
109977,0
32246,0
47958,1
26893,0
93067,1
125669,1
195793,0
26754,0
140115,0
60560,0
42537,1
72645,1
102880,0
4114,0
190584,0
4012,1
104592,1
28524,1
106611,0
51997,0
61475,0
177153,1
90345,1
58197,1
180746,1
116527,1
116245,1
16430,0
30969,0
98216,1
26096,0
173011,1
127202,0
41040,0
3052,1
70840,0
117717,0
119734,0
32342,0
97272,1
82829,1
95714,0
27874,1
185546,0
196168,0
16322,0
199063,1
84127,1
84348,1
115532,0
179952,0
31979,1
476,0
176234,1
126075,0
15685,0
68052,0
144656,0
137061,1
53399,0
104848,0
155303,0
140758,0
125240,0
6619,0
105009,0
105920,0
149007,1
25956,0
156593,1
100589,0
37295,0
29893,0
65892,1
88322,1
89027,0
59340,0
125684,1
99214,0
81781,0
115422,0
111225,1
7112,1
140146,1
24952,1
185238,1
123463,0
142583,0
99937,1
16904,0
77233,0
184113,0
193798,0
99293,0
1136,0
125005,1
84009,1
67649,1
190603,1
156039,0
32258,0
185675,1
130605,0
92131,0
46359,0
129132,0
65320,0
26813,0
54151,1
162778,1
64921,0
23101,1
185085,0
112608,1
90301,0
3609,1
124990,1
160443,0
166289,0
151778,0
130984,1
115321,0
71411,0
177453,1
60516,1
189433,1
139266,1
83072,1
172308,0
6641,1
82143,1
62913,0
29995,0
7998,1
126629,1
164725,0
135671,1
160277,1
133185,0
6193,1
155355,1
79949,1
89560,0
31837,0
171327,0
185195,0
195215,1
165399,1
72358,1
6653,1
61879,1
167909,0
162321,0
168164,0
197714,0
139606,1
62437,0
35968,1
64482,1
27861,1
26847,1
115745,1
122776,0
24822,1
84562,0
64945,1
50061,0
34339,1
70719,1
135909,0
147843,1
152885,1
164285,0
153616,0
142127,0
62662,0
53370,0
158843,1
181863,1
7682,1
166683,0
109674,0
104463,0
134175,1
32224,0
142603,0
163920,1
60647,1
97968,0
174831,0
16495,1
78418,1
4605,0
87788,1
15583,0
12062,0
184376,0
190100,0
24838,1
108887,0
86504,1
152196,1
154167,0
11627,0
191994,0
6461,0
125497,0
9154,0
171517,1
187051,0
30108,0
10865,1
4586,0
111456,0
193083,0
156835,1
191376,1
26993,1
79771,0
134374,1
191546,0
138084,0
75973,0
157076,1
170025,0
189696,1
53817,1
191790,0
62352,0
123710,0
188960,1
51269,0
43549,1
150790,0
60143,1
114262,0
124895,1
181841,0
176757,0
69677,0
158552,0
117794,1
34034,0
26080,1
70884,0
197787,1
45862,0
121441,0
34794,1
27296,0
115952,1
60430,0
12466,0
186031,0
161401,1
176032,0
1276,1
96798,1
20728,0
90454,0
1609,0
19397,0
14808,0
74917,1
123949,0
66796,1
108218,1
33534,0
126609,1
162605,0
37494,0
113054,0
124630,0
53012,0
151829,0
66539,0
19307,0
171659,0
187323,1
19567,1
41064,1
73652,0
105914,0
109440,0
184933,0
64947,0
140409,0
132962,0
133536,0
106011,0
39201,1
158608,1
188973,1
16950,1
100594,1
172774,1
119870,0
74508,1
141535,1
148285,1
119118,1
101324,1
22742,1
42942,1
137557,1
144863,1
31794,1
23452,1
48809,0
157515,1
1897,0
143421,1
101552,0
2020,0
123485,1
64735,0
126921,0
196753,0
137439,1
58345,1
157859,0
119008,0
3610,1
175581,0
101509,1
135977,1
49887,0
121559,0
53915,1
141534,0
106236,0
121297,1
196324,0
160199,1
132850,0
39600,1
41797,0
99675,1
33255,1
121571,0
47925,1
33243,0
101406,1
39790,0
37856,0
194452,1
194399,0
31195,1
173634,1
28781,0
125892,1
23258,0
141076,0
878,0
118722,0
157088,1
191505,1
160883,0
29111,1
49232,1
155429,1
84460,1
73138,1
126687,1
138064,1
40365,1
111506,1
43385,0
124582,1
154537,1
174306,1
145741,0
181092,0
16244,0
16795,1
142060,1
99597,1
113018,0
47457,0
195395,0
40697,1
87775,1
171267,0
31857,0
93994,1
33592,0
42102,0
50559,0
15278,1
85536,1
191607,1
94940,0
124388,1
145466,1
30894,1
95207,0
89349,1
60477,0
190485,0
42292,0
57958,1
142590,1
67230,1
107091,0
96272,1
183340,0
175616,1
23028,0
180090,0
13508,1
31756,1
146997,1
38975,0
188904,0
101122,1
119783,1
48304,1
60685,1
22616,1
191089,0
167291,1
163050,1
91107,1
110901,1
15515,0
166008,1
124834,1
95172,1
38172,0
115326,1
22097,0
65781,1
27703,0
98703,0
24467,1
109553,1
18581,0
18642,0
83014,1
51837,0
166726,0
63972,1
154947,1
186690,1
124674,0
32158,0
31291,0
136386,1
159020,1
152463,0
191435,0
88691,0
22774,1
185796,1
71991,0
114767,1
172963,0
153483,1
164180,0
4437,0
105020,0
168835,1
185957,1
58695,0
48382,1
174107,0
113045,1
110032,0
2995,1
52923,0
16460,0
147818,1
31792,0
54297,1
128225,1
55330,1
5500,0
128849,0
151173,1
149102,0
147537,1
21929,0
167649,1
102002,1
148392,0
26580,0
185169,1
78967,0
136026,0
188064,1
173591,0
7040,0
42741,1
32314,1
159088,0
3278,0
172421,1
144131,0
93396,1
34650,1
95677,1
79720,1
150945,0
191424,1
198756,1
47071,1
49615,0
147007,0
83376,1
139731,1
195049,0
190675,1
77292,0
132992,1
117074,1
109464,0
63912,0
8763,0
42045,0
85511,1
113669,1
171973,0
74430,0
95225,1
169955,0
132147,0
73968,1
12385,1
54667,0
12848,0
94632,0
173998,0
34832,1
75557,1
182274,1
88067,0
32740,1
27620,0
3952,0
179342,0
89010,1
9485,1
109351,1
20500,0
184287,0
192369,1
50718,1
156603,1
109273,0
104030,0
107612,0
91819,0
177391,1
98749,1
120729,1
16822,1
84590,0
118870,1
2703,0
150169,0
18894,1
81223,1
93284,0
126656,1
118119,1
174951,1
109576,0
5403,0
5195,0
163094,1
114925,1
11605,0
112402,0
71342,1
196366,1
59519,1
183595,1
189261,0
51109,1
136191,1
143244,0
186177,1
67593,0
32499,0
187044,0
37547,1
163780,0
95530,1
48786,0
158805,0
158153,1
141698,0
155833,1
175975,0
190144,1
106213,1
184971,1
29021,1
62230,0
67299,0
163091,0
48828,1
48661,0
194000,1
141770,1
38531,0
55985,0
79200,1
60558,1
32545,0
190693,0
85026,0
123227,1
79649,0
14269,1
122916,0
89802,1
71421,0
153641,0
43119,0
2863,0
33827,0
184994,0
48790,1
140014,0
84070,0
140762,0
134028,1
119045,0
46478,0
132651,0
62847,0
18726,0
30554,0
170848,1
26113,1
70985,1
48986,0
157324,1
100861,0
131759,1
140462,1
28462,0
38420,0
1141,0
128310,0
25485,1
39078,1
119290,1
170863,0
14803,1
11859,0
147516,0
94092,0
135836,1
38679,1
97967,1
128001,0
33376,1
154467,1
156530,0
153751,1
121873,0
70313,1
189661,1
173155,1
169821,1
103035,1
60748,1
51661,0
137183,1
50242,0
8691,1
158656,1
86479,0
155814,0
141091,0
22275,1
160754,0
59677,1
28753,1
60759,1
105928,0
29752,0
107701,0
38421,1
71482,0
74144,0
25218,0
158855,0
41045,1
152688,0
1876,1
89711,1
80692,1
150834,0
171518,0
181289,0
58773,1
93744,0
113053,0
123200,1
26815,1
144724,1
141403,1
172924,1
157935,0
146064,1
130363,1
56464,1
90371,1
71459,1
134034,0
136658,0
19590,1
125563,0
96262,1
177334,1
22325,1
62889,1
97283,1
22452,1
131420,0
164400,1
121397,1
55645,0
89876,1
164508,1
77745,1
1828,0
32163,0
46011,0
113710,1
7551,1
138276,1
168709,0
111613,0
194025,0
115862,1
156552,1
109365,1
88919,0
172197,1
189451,1
50797,1
131369,1
165773,1
125986,0
179914,0
139582,0
89617,1
101010,0
96318,1
100335,0
190686,1
104715,1
75103,1
28884,1
154136,0
57808,1
130404,1
59044,0
156576,1
10507,1
87608,0
43419,1
39996,0
166080,1
153019,1
164067,1
182750,0
21563,0
96883,1
24145,0
46066,1
130783,1
79493,0
17856,0
132676,0
29728,0
90926,1
143017,1
155461,0
125652,1
121925,1
95301,0
28617,0
32493,1
104159,1
3718,0
25957,0
40792,0
198796,1
66596,0
64097,1
4844,1
107976,1
55810,0
78784,1
34841,1
195167,0
159583,0
80879,1
160529,1
16412,1
98658,1
100036,1
189669,0
92553,0
179820,0
12337,0
73030,0
182353,1
117103,0
55439,0
42210,1
79243,0
33921,0
101782,0
143755,0
74166,0
107582,1
74632,0
192872,1
71109,1
68820,0
143196,1
109307,1
34780,0
15443,1
69041,0
142288,1
35558,0
107914,1
195506,1
154265,1
117351,1
188633,0
36291,0
22243,0
12575,0
107023,0
86486,0
114802,1
45194,1
168579,0
56344,0
42806,0
160791,0
98105,1
146165,1
105318,1
135086,0
98642,1
18969,0
99469,1
52082,0
31265,1
124381,1
38907,1
33113,1
41812,0
99938,0
16137,0
145278,0
196500,0
40172,1
54263,0
148361,0
143056,0
24096,0
167926,0
104333,0
176917,1
168384,1
112058,1
141160,1
170714,1
46027,0
186844,0
176186,1
158767,1
107548,0
163786,1
44819,0
177406,0
101867,1
31163,1
9119,0
131959,0
19918,1
156055,1
197438,0
101962,0
70933,0
40738,0
136283,0
142086,0
23206,1
86626,1
48135,0
163129,1
137688,0
192866,1
91430,1
149254,0
176480,0
35751,0
58783,1
2617,1
192534,0
84752,1
153608,0
173504,1
89922,1
188798,1
124859,0
188155,0
197940,0
21123,1
25011,0
119310,0
57898,0
85065,1
117206,0
60116,0
153042,1
31740,0
118062,0
194344,1
186092,1
98980,0
41328,1
148828,0
194561,0
19777,0
139035,1
176726,0
72091,0
3859,1
26524,0
124365,0
163024,0
157407,1
13086,1
38549,1
47917,1
79467,0
180089,1
9947,1
159669,0
159204,1
3221,1
33015,1
189487,1
183274,0
185329,1
175762,1
195435,0
42662,0
95657,1
119793,0
48781,0
198823,0
170956,0
196570,0
74650,0
155457,0
101790,1
134870,1
134786,1
170297,1
137095,0
122929,0
63315,0
195239,1
18370,1
66801,0
899,1
43622,1
161678,1
22692,0
117411,0
139545,1
84708,0
98167,0
101662,0
141180,1
4639,1
7286,1
155501,0
100486,1
180903,1
27009,1
86955,1
182221,0
154124,1
132931,0
74186,0
95720,0
159880,0
180663,0
7941,1
145135,0
92774,0
101367,1
125228,0
116183,0
130896,0
156950,0
127323,1
93743,1
18170,1
7029,1
117492,0
192761,1
42634,0
71643,1
18303,1
12106,0
46378,0
83915,0
141162,0
174808,1
46426,1
76649,0
176795,1
192526,0
12843,1
123178,1
186936,0
60008,1
131712,1
97468,0
106154,0
67685,0
123219,0
90267,0
42549,0
192551,0
3573,0
161461,0
11442,0
158440,1
171429,1
17570,1
137933,1
168809,1
75369,0
38406,0
158726,0
85321,1
25101,0
55594,0
96112,0
73005,0
62291,1
127211,0
